Date,Zone,District,Latitude,Longitude,Rainfall_Observed_mm,Tmax_C,Tmin_C,Relative_Humidity_pct,Solar_Radiation_MJm2,MJO_Phase,MJO_Amplitude,Nino34_Anomaly,Dry_Spell_Days_Streak,Target_Crops,Rolling_Rainfall_7d_mm,Rolling_Rainfall_30d_mm,Drought_Stress_Index
2025-04-21,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,37.89,21.5,47.4,20.64,6,0.415,0.066,30,Millets_Ragi,0.0,0.0,1.0
2025-04-22,Red_Laterite_Zone,Purulia,23.33,86.36,33.01,28.47,22.43,66.6,10.57,2,1.689,0.101,0,Maize,33.01,33.01,0.0
2025-04-23,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,36.02,22.01,54.4,20.37,5,1.952,0.109,1,Maize,33.01,33.01,0.0
2025-04-24,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,33.79,24.93,47.3,19.54,3,1.806,0.187,2,Maize,33.01,33.01,0.0
2025-04-25,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,38.44,23.28,42.4,20.44,4,1.077,0.164,3,Maize,33.01,33.01,0.0
2025-04-26,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,36.74,21.57,53.3,20.17,6,1.699,0.057,4,Maize,33.01,33.01,0.0
2025-04-27,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,36.17,22.39,48.7,20.75,4,0.577,0.197,5,Maize,33.01,33.01,0.0
2025-04-28,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,38.31,22.32,52.1,20.26,3,1.135,0.153,6,Maize,33.01,33.01,0.0
2025-04-29,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,37.73,24.55,48.9,20.41,1,2.013,0.113,7,Millets_Ragi,0.0,33.01,0.416
2025-04-30,Red_Laterite_Zone,Purulia,23.33,86.36,6.8,34.26,23.15,56.6,16.59,5,0.309,0.098,0,Millets_Ragi,6.8,39.81,0.0
2025-05-01,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,39.03,22.71,52.0,20.89,6,2.047,0.094,1,Millets_Ragi,6.8,39.81,0.106
2025-05-02,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,36.31,22.0,48.3,21.28,2,1.371,0.112,2,Millets_Ragi,6.8,39.81,0.01
2025-05-03,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,39.69,22.78,52.9,21.61,4,0.576,0.182,3,Millets_Ragi,6.8,39.81,0.218
2025-05-04,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,36.93,24.04,55.7,21.44,6,2.159,0.084,4,Millets_Ragi,6.8,39.81,0.12
2025-05-05,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,38.11,23.99,51.9,19.25,4,2.005,0.193,5,Millets_Ragi,6.8,39.81,0.219
2025-05-06,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,34.99,23.43,58.4,19.33,2,1.765,0.103,6,Millets_Ragi,6.8,39.81,0.104
2025-05-07,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,36.95,23.17,48.7,20.6,4,1.331,0.057,7,Millets_Ragi,0.0,39.81,0.378
2025-05-08,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,39.82,24.61,56.4,21.78,8,2.197,0.13,8,Millets_Ragi,0.0,39.81,0.561
2025-05-09,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,39.42,21.9,57.6,20.23,1,0.541,-0.005,9,Millets_Ragi,0.0,39.81,0.581
2025-05-10,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,39.61,24.83,60.5,18.49,4,0.452,0.125,10,Millets_Ragi,0.0,39.81,0.631
2025-05-11,Red_Laterite_Zone,Purulia,23.33,86.36,10.84,36.82,23.92,57.3,14.7,2,2.166,0.085,0,Millets_Ragi,10.84,50.65,0.0
2025-05-12,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,37.26,25.71,54.7,19.19,1,1.784,0.104,1,Millets_Ragi,10.84,50.65,0.0
2025-05-13,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,36.48,23.91,63.3,19.7,1,0.688,0.079,2,Millets_Ragi,10.84,50.65,0.0
2025-05-14,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,38.27,25.74,54.9,19.8,4,0.876,-0.045,3,Millets_Ragi,10.84,50.65,0.067
2025-05-15,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,38.56,25.44,59.7,18.7,6,0.927,-0.003,4,Millets_Ragi,10.84,50.65,0.121
2025-05-16,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,38.05,27.7,58.3,18.25,8,1.734,0.035,5,Millets_Ragi,10.84,50.65,0.136
2025-05-17,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,40.57,23.98,58.6,18.76,5,0.834,0.118,6,Millets_Ragi,10.84,50.65,0.302
2025-05-18,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,42.32,24.35,64.8,18.61,4,0.417,-0.001,7,Millets_Ragi,0.0,50.65,0.646
2025-05-19,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,38.52,27.49,62.2,18.98,1,1.544,0.097,8,Millets_Ragi,0.0,50.65,0.496
2025-05-20,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,40.59,25.23,63.3,18.79,1,0.904,0.056,9,Millets_Ragi,0.0,50.65,0.64
2025-05-21,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,37.5,25.96,60.4,19.81,4,1.589,0.099,10,Millets_Ragi,0.0,50.65,0.525
2025-05-22,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,38.57,24.34,64.3,19.49,1,0.887,0.059,11,Millets_Ragi,0.0,17.64,0.618
2025-05-23,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,40.22,26.99,62.2,18.93,8,1.23,-0.002,12,Millets_Ragi,0.0,17.64,0.741
2025-05-24,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,39.34,26.25,63.9,18.26,1,2.159,0.006,13,Millets_Ragi,0.0,17.64,0.737
2025-05-25,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,39.49,26.27,60.8,20.2,4,0.591,0.059,14,Millets_Ragi,0.0,17.64,0.785
2025-05-26,Red_Laterite_Zone,Purulia,23.33,86.36,1.18,39.52,26.77,58.7,17.86,5,2.142,0.009,15,Millets_Ragi,1.18,18.82,0.802
2025-05-27,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,39.17,25.48,68.8,16.44,7,1.685,-0.079,16,Millets_Ragi,1.18,18.82,0.825
2025-05-28,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,41.86,27.43,65.6,19.0,7,0.354,-0.051,17,Millets_Ragi,1.18,18.82,0.999
2025-05-29,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,39.9,27.15,69.2,19.08,1,0.562,-0.133,18,Millets_Ragi,1.18,18.82,0.941
2025-05-30,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,40.51,27.45,69.6,15.99,1,1.441,-0.06,19,Millets_Ragi,1.18,12.02,1.0
2025-05-31,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,40.83,25.41,64.9,17.67,4,0.531,-0.06,20,Millets_Ragi,1.18,12.02,1.0
2025-06-01,Red_Laterite_Zone,Purulia,23.33,86.36,13.29,41.21,26.28,71.4,13.93,3,0.689,-0.044,0,Millets_Ragi,14.47,25.31,0.021
2025-06-02,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,37.96,26.44,65.0,17.46,2,0.717,-0.047,1,Millets_Ragi,13.29,25.31,0.0
2025-06-03,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,41.37,25.78,68.4,17.13,7,1.447,-0.014,2,Millets_Ragi,13.29,25.31,0.133
2025-06-04,Red_Laterite_Zone,Purulia,23.33,86.36,25.64,38.33,25.69,80.8,7.16,5,1.381,-0.022,0,Maize,38.93,50.95,0.0
2025-06-05,Red_Laterite_Zone,Purulia,23.33,86.36,15.24,37.93,29.93,75.9,11.6,6,1.267,-0.069,0,Maize,54.17,66.19,0.0
2025-06-06,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,43.08,27.74,63.6,15.58,2,0.644,0.023,1,Maize,54.17,66.19,0.0
2025-06-07,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,43.47,26.82,62.3,18.1,7,0.689,-0.04,2,Maize,54.17,66.19,0.0
2025-06-08,Red_Laterite_Zone,Purulia,23.33,86.36,20.59,38.49,27.38,73.1,7.99,5,1.712,-0.085,0,Upland_Rice,61.47,86.78,0.0
2025-06-09,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,39.36,28.14,65.8,17.37,7,0.591,0.0,1,Upland_Rice,61.47,86.78,0.0
2025-06-10,Red_Laterite_Zone,Purulia,23.33,86.36,18.76,40.86,26.79,73.7,8.36,3,0.99,-0.141,0,Upland_Rice,80.23,94.7,0.0
2025-06-11,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,44.03,27.74,74.6,15.49,4,0.619,-0.068,1,Maize,54.59,94.7,0.0
2025-06-12,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,40.67,30.18,75.8,16.16,7,0.493,-0.114,2,Maize,39.35,94.7,0.0
2025-06-13,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,41.75,28.44,76.4,15.01,7,1.062,-0.114,3,Maize,39.35,94.7,0.0
2025-06-14,Red_Laterite_Zone,Purulia,23.33,86.36,11.72,38.8,29.26,75.2,9.58,5,1.857,-0.152,0,Maize,51.07,106.42,0.0
2025-06-15,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,42.58,27.23,80.9,16.4,4,1.968,-0.137,1,Maize,30.48,106.42,0.0
2025-06-16,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,43.08,25.86,77.2,15.04,1,1.909,-0.136,2,Maize,30.48,106.42,0.0
2025-06-17,Red_Laterite_Zone,Purulia,23.33,86.36,4.22,42.19,25.68,82.8,13.52,8,2.015,-0.093,0,Maize,15.94,110.64,0.041
2025-06-18,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,42.46,28.4,77.6,14.62,3,1.48,-0.127,1,Maize,15.94,110.64,0.094
2025-06-19,Red_Laterite_Zone,Purulia,23.33,86.36,2.94,41.53,29.22,74.8,14.81,3,0.692,-0.121,0,Maize,18.88,113.58,0.0
2025-06-20,Red_Laterite_Zone,Purulia,23.33,86.36,7.58,40.9,29.85,76.2,12.43,4,0.782,-0.208,0,Maize,26.46,121.16,0.0
2025-06-21,Red_Laterite_Zone,Purulia,23.33,86.36,10.44,41.08,30.14,76.7,11.79,5,1.667,-0.177,0,Maize,25.18,131.6,0.0
2025-06-22,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,41.74,28.62,83.1,15.48,2,2.084,-0.253,1,Maize,25.18,131.6,0.0
2025-06-23,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,43.47,29.36,76.9,14.23,8,0.911,-0.155,2,Maize,25.18,131.6,0.0
2025-06-24,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,42.29,30.61,83.2,15.21,5,0.373,-0.145,3,Maize,20.96,131.6,0.065
2025-06-25,Red_Laterite_Zone,Purulia,23.33,86.36,8.41,39.52,28.33,74.7,12.94,8,0.979,-0.226,0,Maize,29.37,138.83,0.0
2025-06-26,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,42.55,30.55,83.7,15.9,3,0.313,-0.123,1,Maize,26.43,138.83,0.0
2025-06-27,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,44.71,27.0,78.1,14.16,6,0.612,-0.223,2,Maize,18.85,138.83,0.188
2025-06-28,Red_Laterite_Zone,Purulia,23.33,86.36,12.35,40.71,30.46,86.6,10.88,2,1.899,-0.149,0,Maize,20.76,151.18,0.0
2025-06-29,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,42.64,28.97,83.6,15.85,3,1.003,-0.219,1,Maize,20.76,151.18,0.007
2025-06-30,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,41.6,30.15,78.1,14.38,4,0.408,-0.116,2,Maize,20.76,151.18,0.0
2025-07-01,Red_Laterite_Zone,Purulia,23.33,86.36,3.54,43.11,29.74,78.5,12.77,4,1.196,-0.136,0,Maize,24.3,141.43,0.0
2025-07-02,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,43.06,28.61,79.1,14.64,7,0.494,-0.244,1,Maize,15.89,141.43,0.125
2025-07-03,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,41.43,29.89,79.9,13.63,5,0.786,-0.279,2,Maize,15.89,141.43,0.084
2025-07-04,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,43.81,29.77,82.8,14.59,2,0.798,-0.205,3,Maize,15.89,115.79,0.243
2025-07-05,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,39.56,29.35,82.0,14.49,2,2.092,-0.161,4,Millets_Ragi,3.54,100.55,0.317
2025-07-06,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,42.01,30.23,83.2,13.97,5,0.421,-0.203,5,Millets_Ragi,3.54,100.55,0.48
2025-07-07,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,44.66,29.29,79.7,14.26,1,1.687,-0.187,6,Millets_Ragi,3.54,100.55,0.652
2025-07-08,Red_Laterite_Zone,Purulia,23.33,86.36,21.05,39.97,31.21,87.9,5.37,4,1.317,-0.292,0,Maize,21.05,101.01,0.0
2025-07-09,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,44.06,30.56,81.2,14.49,7,0.43,-0.316,1,Maize,21.05,101.01,0.072
2025-07-10,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,43.94,29.14,79.4,11.66,3,0.425,-0.284,2,Maize,21.05,82.25,0.106
2025-07-11,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,42.5,29.98,83.0,15.11,4,0.505,-0.252,3,Maize,21.05,82.25,0.074
2025-07-12,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,42.66,30.3,80.8,14.77,2,1.921,-0.231,4,Maize,21.05,82.25,0.122
2025-07-13,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,44.65,30.41,82.2,15.09,8,0.652,-0.263,5,Maize,21.05,82.25,0.261
2025-07-14,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,43.94,28.48,84.5,14.09,5,1.782,-0.304,6,Maize,21.05,70.53,0.266
2025-07-15,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,44.81,27.84,78.2,14.91,4,1.055,-0.161,7,Millets_Ragi,0.0,70.53,0.771
2025-07-16,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,42.97,28.17,81.0,13.89,1,0.896,-0.227,8,Millets_Ragi,0.0,70.53,0.718
2025-07-17,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,44.22,28.24,88.4,15.81,6,1.624,-0.31,9,Millets_Ragi,0.0,66.31,0.821
2025-07-18,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,42.39,28.66,84.8,14.19,2,2.126,-0.408,10,Millets_Ragi,0.0,66.31,0.77
2025-07-19,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,44.22,29.35,79.6,12.86,7,0.853,-0.321,11,Millets_Ragi,0.0,63.37,0.901
2025-07-20,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,41.45,28.2,85.5,14.81,8,1.641,-0.305,12,Millets_Ragi,0.0,55.79,0.803
2025-07-21,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,44.05,29.38,80.7,15.73,3,1.201,-0.325,13,Millets_Ragi,0.0,45.35,0.972
2025-07-22,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,42.33,30.12,85.2,15.0,1,1.25,-0.281,14,Millets_Ragi,0.0,45.35,0.926
2025-07-23,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,43.58,25.98,84.7,13.82,8,1.798,-0.268,15,Millets_Ragi,0.0,45.35,1.0
2025-07-24,Red_Laterite_Zone,Purulia,23.33,86.36,18.47,39.07,29.92,88.9,6.33,2,0.962,-0.405,0,Maize,18.47,63.82,0.0
2025-07-25,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,42.74,30.18,85.9,13.32,8,1.125,-0.301,1,Maize,18.47,55.41,0.058
2025-07-26,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,42.0,27.2,78.0,13.63,4,1.419,-0.355,2,Maize,18.47,55.41,0.061
2025-07-27,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,46.08,29.65,87.3,13.52,6,0.689,-0.347,3,Maize,18.47,55.41,0.305
2025-07-28,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,43.26,29.26,82.9,15.16,5,1.907,-0.381,4,Maize,18.47,43.06,0.204
2025-07-29,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,43.04,30.31,83.1,12.79,7,1.201,-0.394,5,Maize,18.47,43.06,0.233
2025-07-30,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,41.03,31.95,86.7,14.08,3,0.772,-0.377,6,Maize,18.47,43.06,0.172
2025-07-31,Red_Laterite_Zone,Purulia,23.33,86.36,14.92,42.64,28.38,88.7,9.16,8,2.096,-0.331,0,Millets_Ragi,14.92,54.44,0.084
2025-08-01,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,42.17,27.45,74.8,15.09,4,0.659,-0.341,1,Millets_Ragi,14.92,54.44,0.1
2025-08-02,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,41.85,29.5,77.5,13.79,1,1.37,-0.356,2,Millets_Ragi,14.92,54.44,0.124
2025-08-03,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,43.33,28.44,79.1,15.66,3,1.161,-0.4,3,Millets_Ragi,14.92,54.44,0.238
2025-08-04,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,40.6,28.43,82.0,15.0,5,2.198,-0.396,4,Millets_Ragi,14.92,54.44,0.142
2025-08-05,Red_Laterite_Zone,Purulia,23.33,86.36,9.26,43.42,29.36,86.6,11.11,6,0.678,-0.374,0,Maize,24.18,63.7,0.0
2025-08-06,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,42.06,29.54,82.4,13.59,3,0.51,-0.436,1,Maize,24.18,63.7,0.0
2025-08-07,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,41.04,29.16,75.8,13.27,8,0.836,-0.371,2,Millets_Ragi,9.26,42.65,0.197
2025-08-08,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,40.25,27.39,79.5,15.72,1,0.415,-0.383,3,Millets_Ragi,9.26,42.65,0.197
2025-08-09,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,43.39,27.24,85.5,14.77,3,1.369,-0.342,4,Millets_Ragi,9.26,42.65,0.394
2025-08-10,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,42.63,28.35,79.3,14.73,3,1.848,-0.444,5,Millets_Ragi,9.26,42.65,0.396
2025-08-11,Red_Laterite_Zone,Purulia,23.33,86.36,21.98,40.48,28.4,85.7,6.76,4,2.067,-0.452,0,Maize,31.24,64.63,0.0
2025-08-12,Red_Laterite_Zone,Purulia,23.33,86.36,5.31,40.95,30.53,75.5,12.77,5,1.361,-0.387,0,Maize,27.29,69.94,0.0
2025-08-13,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,39.68,29.38,80.1,14.45,8,0.571,-0.379,1,Maize,27.29,69.94,0.0
2025-08-14,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,43.41,28.87,71.4,16.5,8,1.739,-0.43,2,Maize,27.29,69.94,0.0
2025-08-15,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,41.09,28.15,78.9,14.71,8,0.593,-0.435,3,Maize,27.29,69.94,0.0
2025-08-16,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,41.41,27.69,78.1,15.19,7,0.558,-0.439,4,Maize,27.29,69.94,0.0
2025-08-17,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,39.87,28.4,79.2,14.66,5,0.579,-0.437,5,Maize,27.29,69.94,0.0
2025-08-18,Red_Laterite_Zone,Purulia,23.33,86.36,35.41,37.65,28.1,84.8,4.73,4,2.005,-0.508,0,Maize,40.72,105.35,0.0
2025-08-19,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,42.69,28.49,75.2,16.41,7,1.286,-0.453,1,Maize,35.41,105.35,0.0
2025-08-20,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,43.99,26.64,77.5,17.76,3,1.483,-0.536,2,Maize,35.41,105.35,0.0
2025-08-21,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,42.4,26.71,67.7,16.96,1,0.936,-0.485,3,Maize,35.41,105.35,0.0
2025-08-22,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,40.34,27.68,72.8,17.06,1,2.009,-0.582,4,Maize,35.41,105.35,0.0
2025-08-23,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,40.41,28.75,67.0,16.09,8,0.544,-0.504,5,Maize,35.41,86.88,0.0
2025-08-24,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,41.75,29.02,75.0,17.19,3,1.564,-0.595,6,Maize,35.41,86.88,0.0
2025-08-25,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,42.55,28.23,67.2,16.08,3,1.763,-0.542,7,Millets_Ragi,0.0,86.88,0.658
2025-08-26,Red_Laterite_Zone,Purulia,23.33,86.36,3.64,40.78,28.46,71.2,15.71,6,0.885,-0.443,0,Millets_Ragi,3.64,90.52,0.216
2025-08-27,Red_Laterite_Zone,Purulia,23.33,86.36,12.48,41.83,29.0,78.1,9.53,2,1.164,-0.493,0,Maize,16.12,103.0,0.019
2025-08-28,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,42.62,27.4,67.8,16.02,8,1.558,-0.497,1,Maize,16.12,103.0,0.099
2025-08-29,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,42.06,28.56,65.7,15.39,6,1.459,-0.422,2,Maize,16.12,103.0,0.111
2025-08-30,Red_Laterite_Zone,Purulia,23.33,86.36,13.71,38.3,30.54,72.9,10.49,6,0.74,-0.476,0,Maize,29.83,101.79,0.0
2025-08-31,Red_Laterite_Zone,Purulia,23.33,86.36,12.27,39.83,25.87,70.0,11.88,5,1.959,-0.511,0,Maize,42.1,114.06,0.0
2025-09-01,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,40.84,26.96,69.0,15.71,6,1.29,-0.437,1,Maize,42.1,114.06,0.0
2025-09-02,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,40.98,28.62,71.3,16.72,6,2.016,-0.544,2,Maize,38.46,114.06,0.0
2025-09-03,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,41.15,26.95,71.8,17.16,6,0.335,-0.489,3,Maize,25.98,114.06,0.0
2025-09-04,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,38.64,25.81,66.0,18.09,7,0.986,-0.534,4,Maize,25.98,104.8,0.0
2025-09-05,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,39.66,26.79,70.9,16.86,7,0.632,-0.476,5,Maize,25.98,104.8,0.0
2025-09-06,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,41.1,25.91,59.3,15.79,2,2.151,-0.516,6,Millets_Ragi,12.27,104.8,0.3
2025-09-07,Red_Laterite_Zone,Purulia,23.33,86.36,8.64,39.84,25.68,72.6,13.06,2,0.361,-0.556,0,Millets_Ragi,8.64,113.44,0.069
2025-09-08,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,40.65,26.4,66.0,20.24,4,0.347,-0.557,1,Millets_Ragi,8.64,113.44,0.15
2025-09-09,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,40.05,25.32,65.0,18.42,7,2.171,-0.494,2,Millets_Ragi,8.64,113.44,0.16
2025-09-10,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,40.52,26.04,67.6,16.11,4,0.383,-0.51,3,Millets_Ragi,8.64,91.46,0.223
2025-09-11,Red_Laterite_Zone,Purulia,23.33,86.36,9.09,38.64,26.8,66.9,13.82,5,2.017,-0.537,0,Maize,17.73,95.24,0.0
2025-09-12,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,39.41,26.2,55.8,18.94,6,1.022,-0.485,1,Maize,17.73,95.24,0.0
2025-09-13,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,39.14,25.44,61.7,17.84,1,1.117,-0.471,2,Maize,17.73,95.24,0.0
2025-09-14,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,38.97,24.46,59.9,17.63,7,0.966,-0.556,3,Millets_Ragi,9.09,95.24,0.137
2025-09-15,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,37.93,24.76,59.8,17.53,1,1.639,-0.491,4,Millets_Ragi,9.09,95.24,0.125
2025-09-16,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,36.6,24.99,62.1,18.32,3,1.002,-0.388,5,Millets_Ragi,9.09,95.24,0.098
2025-09-17,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,40.5,24.45,57.7,20.08,5,1.291,-0.487,6,Millets_Ragi,9.09,59.83,0.333
2025-09-18,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,36.99,25.15,61.7,20.12,4,1.613,-0.547,7,Millets_Ragi,0.0,59.83,0.38
2025-09-19,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,41.53,25.35,56.5,19.7,4,1.743,-0.466,8,Millets_Ragi,0.0,59.83,0.647
2025-09-20,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,34.89,25.16,53.5,17.51,7,2.009,-0.556,9,Millets_Ragi,0.0,59.83,0.355
2025-09-21,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,38.0,27.19,63.0,18.51,6,1.062,-0.409,10,Millets_Ragi,0.0,59.83,0.55
2025-09-22,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,38.6,24.92,59.2,19.0,2,0.577,-0.557,11,Millets_Ragi,0.0,59.83,0.62
2025-09-23,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,38.01,23.34,58.8,18.83,3,1.301,-0.562,12,Millets_Ragi,0.0,59.83,0.63
2025-09-24,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,38.61,24.12,61.0,18.2,1,1.172,-0.509,13,Millets_Ragi,0.0,59.83,0.7
2025-09-25,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,37.34,23.86,54.8,22.6,3,1.396,-0.542,14,Millets_Ragi,0.0,56.19,0.677
2025-09-26,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,38.79,24.12,58.8,19.23,7,1.781,-0.594,15,Millets_Ragi,0.0,43.71,0.79
2025-09-27,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,35.14,24.92,53.9,18.49,2,1.147,-0.582,16,Millets_Ragi,0.0,43.71,0.647
2025-09-28,Red_Laterite_Zone,Purulia,23.33,86.36,3.28,36.7,22.61,54.1,17.8,2,0.345,-0.596,0,Millets_Ragi,3.28,46.99,0.019
2025-09-29,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,37.01,23.29,57.3,20.43,7,0.828,-0.527,1,Millets_Ragi,3.28,33.28,0.075
2025-09-30,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,40.39,23.18,47.9,20.06,4,0.516,-0.533,2,Millets_Ragi,3.28,21.01,0.284
2025-10-01,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,37.71,22.0,56.6,18.48,1,1.771,-0.572,3,Pulses_Arhar,3.28,21.01,0.19
2025-10-02,Red_Laterite_Zone,Purulia,23.33,86.36,0.0,35.29,21.73,56.0,22.28,7,2.182,-0.543,4,Pulses_Arhar,3.28,21.01,0.109
