Date,Zone,District,Latitude,Longitude,Rainfall_Observed_mm,Tmax_C,Tmin_C,Relative_Humidity_pct,Solar_Radiation_MJm2
2026-08-19,Red_Laterite_Zone,Birbhum_Suri,23.91,87.53,8.8,31.63,25.75,89.8,15.17
2026-08-20,Red_Laterite_Zone,Birbhum_Suri,23.91,87.53,6.76,32.07,25.57,88.9,18.57
2026-08-21,Red_Laterite_Zone,Birbhum_Suri,23.91,87.53,3.17,32.67,25.86,88.5,18.24
2026-08-22,Red_Laterite_Zone,Birbhum_Suri,23.91,87.53,2.94,32.66,26.11,88.5,21.52
2026-08-23,Red_Laterite_Zone,Birbhum_Suri,23.91,87.53,5.21,32.64,26.53,88.7,19.04
2026-08-24,Red_Laterite_Zone,Birbhum_Suri,23.91,87.53,10.4,31.46,26.21,91.3,11.66
2026-08-25,Red_Laterite_Zone,Birbhum_Suri,23.91,87.53,8.31,31.99,26.0,90.8,14.54
2026-08-26,Red_Laterite_Zone,Birbhum_Suri,23.91,87.53,7.02,32.02,26.29,90.9,15.12
2026-08-27,Red_Laterite_Zone,Birbhum_Suri,23.91,87.53,7.6,33.73,26.92,87.5,19.75
2026-08-28,Red_Laterite_Zone,Birbhum_Suri,23.91,87.53,6.18,33.35,26.56,87.1,18.05
2026-08-29,Red_Laterite_Zone,Birbhum_Suri,23.91,87.53,5.13,32.95,26.89,87.4,18.4
2026-08-30,Red_Laterite_Zone,Birbhum_Suri,23.91,87.53,7.72,32.02,26.55,89.1,14.49
2026-08-31,Red_Laterite_Zone,Birbhum_Suri,23.91,87.53,12.76,30.6,26.17,92.3,14.96
2026-09-01,Red_Laterite_Zone,Birbhum_Suri,23.91,87.53,24.04,30.13,25.8,93.7,8.84
2026-09-02,Red_Laterite_Zone,Birbhum_Suri,23.91,87.53,31.74,29.8,25.47,93.5,6.78
2026-09-03,Red_Laterite_Zone,Birbhum_Suri,23.91,87.53,15.92,31.34,25.39,90.8,14.66
2026-09-04,Red_Laterite_Zone,Birbhum_Suri,23.91,87.53,10.09,31.26,25.25,89.8,19.85
2026-09-05,Red_Laterite_Zone,Birbhum_Suri,23.91,87.53,9.95,30.99,25.51,90.4,17.91
2026-09-06,Red_Laterite_Zone,Birbhum_Suri,23.91,87.53,3.92,31.86,26.04,89.5,14.53
2026-09-07,Red_Laterite_Zone,Birbhum_Suri,23.91,87.53,6.2,32.33,26.51,87.3,14.31
2026-09-08,Red_Laterite_Zone,Birbhum_Suri,23.91,87.53,5.27,32.5,26.34,85.4,5.02
2026-09-09,Red_Laterite_Zone,Birbhum_Suri,23.91,87.53,4.61,32.49,26.62,84.7,
2026-09-10,Red_Laterite_Zone,Birbhum_Suri,23.91,87.53,4.82,31.14,26.26,90.2,
2026-01-01,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,21.4,11.18,74.5,13.27
2026-01-02,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,21.86,12.48,74.6,13.09
2026-01-03,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,21.02,12.87,75.7,10.87
2026-01-04,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,20.47,11.61,74.2,6.41
2026-01-05,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,20.44,9.89,73.3,8.15
2026-01-06,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,20.66,9.46,71.9,10.28
2026-01-07,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,21.38,8.83,67.4,13.4
2026-01-08,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,21.85,10.38,65.3,14.37
2026-01-09,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,22.26,11.14,64.0,14.32
2026-01-10,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,21.43,10.14,63.2,12.18
2026-01-11,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,22.72,11.11,62.1,13.0
2026-01-12,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,24.0,12.24,60.1,14.89
2026-01-13,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,23.23,11.99,57.5,15.59
2026-01-14,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,23.57,11.32,63.8,14.48
2026-01-15,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,23.21,12.39,63.5,14.19
2026-01-16,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,23.86,12.97,60.6,14.03
2026-01-17,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,23.71,12.82,61.0,14.54
2026-01-18,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,24.21,12.36,63.1,13.62
2026-01-19,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,24.16,13.06,63.7,13.74
2026-01-20,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,23.83,11.96,65.9,11.99
2026-01-21,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,24.14,11.72,65.7,12.1
2026-01-22,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,23.45,11.24,63.5,12.9
2026-01-23,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,24.36,13.28,64.6,14.86
2026-01-24,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,25.07,14.21,61.9,15.34
2026-01-25,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,23.39,12.57,64.9,13.23
2026-01-26,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,23.59,11.95,67.6,12.9
2026-01-27,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,24.17,12.64,65.0,14.94
2026-01-28,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.06,24.51,13.86,63.5,14.21
2026-01-29,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.03,25.21,12.8,65.6,13.91
2026-01-30,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,24.09,12.41,64.4,11.22
2026-01-31,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,24.65,12.84,63.1,12.81
2026-02-01,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,24.71,14.53,64.8,12.39
2026-02-02,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,25.63,13.96,62.0,14.49
2026-02-03,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,25.46,14.33,65.5,15.95
2026-02-04,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,26.74,14.69,55.2,16.07
2026-02-05,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,25.84,11.22,55.3,16.6
2026-02-06,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,24.75,11.47,54.0,14.29
2026-02-07,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,23.89,12.63,55.4,14.27
2026-02-08,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,25.35,12.71,57.4,13.25
2026-02-09,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,25.39,12.64,56.6,15.59
2026-02-10,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,26.8,14.14,55.8,16.96
2026-02-11,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,26.64,13.66,56.5,16.72
2026-02-12,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,26.37,13.52,54.7,15.12
2026-02-13,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,27.44,13.03,53.4,15.08
2026-02-14,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,27.44,14.29,50.0,16.05
2026-02-15,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,27.07,13.8,52.8,15.71
2026-02-16,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,26.88,13.65,55.9,15.49
2026-02-17,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,29.12,15.45,51.2,19.07
2026-02-18,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,29.75,16.23,49.5,19.72
2026-02-19,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,30.53,16.43,49.6,19.08
2026-02-20,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,31.19,17.67,46.2,18.39
2026-02-21,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,30.9,16.88,43.4,15.42
2026-02-22,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,29.87,15.65,42.3,16.57
2026-02-23,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,28.75,15.01,44.9,14.85
2026-02-24,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.4,28.45,14.93,51.1,13.32
2026-02-25,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.41,28.73,17.45,51.6,14.74
2026-02-26,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.04,28.55,15.27,50.5,14.42
2026-02-27,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.28,28.02,15.17,47.2,12.92
2026-02-28,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.97,28.24,15.25,48.5,11.02
2026-03-01,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,1.22,28.77,14.58,52.4,18.45
2026-03-02,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.68,29.98,15.41,49.7,18.4
2026-03-03,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.02,29.14,14.96,50.1,14.96
2026-03-04,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,30.59,16.22,46.9,17.34
2026-03-05,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,31.45,17.8,49.5,16.39
2026-03-06,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,33.05,18.87,46.4,15.57
2026-03-07,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,32.25,19.49,47.0,14.66
2026-03-08,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.0,31.9,19.67,51.9,13.84
2026-03-09,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.33,30.76,20.31,57.1,11.94
2026-03-10,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.2,31.98,20.43,52.3,13.96
2026-03-11,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.97,32.57,20.06,55.4,12.76
2026-03-12,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,25.96,28.19,21.58,77.2,9.08
2026-03-13,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,33.15,26.7,19.41,80.3,5.67
2026-03-14,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,1.35,29.77,18.78,70.2,9.64
2026-03-15,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,14.8,28.37,18.64,65.8,7.95
2026-03-16,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,3.36,29.24,17.64,63.0,16.45
2026-03-17,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,4.71,29.91,17.09,56.5,18.45
2026-03-18,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,4.29,31.25,15.91,52.8,17.27
2026-03-19,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,11.65,29.68,16.76,63.4,16.32
2026-03-20,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,12.13,26.87,18.36,78.8,15.22
2026-03-21,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,21.82,24.62,19.04,82.7,3.7
2026-03-22,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,2.06,24.71,17.6,75.7,13.59
2026-03-23,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,1.09,25.46,15.87,75.0,13.97
2026-03-24,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,9.5,26.68,17.68,71.5,10.3
2026-03-25,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,1.73,28.77,16.87,62.1,15.52
2026-03-26,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,4.7,28.67,16.48,61.8,14.99
2026-03-27,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,2.57,29.92,17.84,63.2,12.03
2026-03-28,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,28.73,24.58,18.12,78.2,8.72
2026-03-29,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,5.28,26.21,16.94,77.4,9.5
2026-03-30,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,1.26,27.83,17.43,77.5,7.17
2026-03-31,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,10.36,28.95,18.8,76.5,10.28
2026-04-01,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,34.13,28.6,20.11,78.0,14.96
2026-04-02,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.01,32.26,18.82,62.5,20.21
2026-04-03,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.04,31.35,18.27,65.6,15.0
2026-04-04,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.64,31.5,20.06,67.4,12.75
2026-04-05,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.33,31.55,19.15,64.1,13.8
2026-04-06,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.11,31.33,18.29,65.2,19.38
2026-04-07,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.68,30.51,18.37,65.0,18.98
2026-04-08,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.83,28.55,17.7,67.2,17.25
2026-04-09,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,15.09,27.31,19.15,71.4,15.2
2026-04-10,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,7.55,27.49,17.39,64.1,15.26
2026-04-11,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,1.01,29.22,15.83,58.6,19.75
2026-04-12,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,1.35,29.44,16.9,64.7,17.09
2026-04-13,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,1.1,31.13,18.02,64.2,19.32
2026-04-14,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,1.07,30.9,17.89,64.5,16.63
2026-04-15,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.89,31.27,18.75,68.3,12.05
2026-04-16,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,2.99,31.0,19.52,72.3,13.67
2026-04-17,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,2.28,31.29,20.25,72.7,16.43
2026-04-18,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,23.2,29.7,21.17,80.7,9.81
2026-04-19,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,4.96,31.26,21.5,79.5,10.69
2026-04-20,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,13.2,31.57,21.48,78.6,12.64
2026-04-21,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,8.04,34.55,20.87,60.4,13.26
2026-04-22,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,6.04,33.31,20.18,65.0,17.54
2026-04-23,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,4.52,31.62,21.18,75.4,15.36
2026-04-24,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,4.65,31.89,22.14,78.8,14.11
2026-04-25,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,21.97,31.29,23.0,83.5,14.06
2026-04-26,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,34.53,28.47,21.83,86.9,3.39
2026-04-27,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,7.7,28.87,20.06,83.8,6.75
2026-04-28,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,24.09,30.83,21.62,83.9,12.73
2026-04-29,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,50.77,28.36,21.96,88.2,6.16
2026-04-30,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,25.52,25.13,20.71,91.2,14.52
2026-05-01,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,14.71,24.91,18.85,87.9,15.52
2026-05-02,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,13.65,26.83,20.24,87.0,7.31
2026-05-03,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,2.22,27.81,19.5,82.1,18.44
2026-05-04,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,3.61,29.01,19.89,82.8,18.37
2026-05-05,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,10.34,29.04,21.18,85.5,20.75
2026-05-06,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,11.64,28.7,21.17,81.8,8.72
2026-05-07,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,3.22,28.94,21.66,73.6,21.66
2026-05-08,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,2.51,29.34,19.85,76.6,13.86
2026-05-09,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,3.39,29.92,21.49,72.1,19.23
2026-05-10,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,2.08,30.42,21.63,76.1,10.02
2026-05-11,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,6.93,29.01,21.3,81.8,21.03
2026-05-12,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,9.17,28.33,21.88,86.2,12.52
2026-05-13,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,32.92,28.82,22.41,87.3,6.87
2026-05-14,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,25.25,29.93,22.73,85.8,16.78
2026-05-15,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,8.85,30.31,23.07,81.8,18.17
2026-05-16,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,32.83,30.56,24.29,86.4,14.13
2026-05-17,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,19.41,31.08,23.18,82.0,13.52
2026-05-18,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,16.29,30.8,22.57,86.0,10.66
2026-05-19,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.19,31.95,23.57,85.8,17.4
2026-05-20,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,7.37,32.28,24.44,85.9,17.23
2026-05-21,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,30.99,30.74,25.58,90.1,9.23
2026-05-22,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,12.22,31.48,25.36,86.7,13.97
2026-05-23,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,3.23,32.12,24.78,85.0,7.96
2026-05-24,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,14.16,32.32,24.2,81.2,12.37
2026-05-25,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,18.65,31.19,23.26,84.3,16.34
2026-05-26,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,23.73,31.17,24.07,85.4,17.6
2026-05-27,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,3.18,30.77,23.28,85.8,10.84
2026-05-28,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,5.03,27.68,23.62,90.7,18.43
2026-05-29,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.96,31.12,23.51,79.3,23.48
2026-05-30,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.09,31.99,24.37,77.6,19.65
2026-05-31,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,0.04,31.94,25.23,79.2,23.03
2026-06-01,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,1.83,32.43,24.72,82.3,21.82
2026-06-02,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,4.18,32.28,25.34,83.8,20.38
2026-06-03,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,3.21,32.49,24.7,79.2,18.32
2026-06-04,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,7.97,32.52,24.06,81.3,18.74
2026-06-05,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,30.45,31.96,25.42,86.0,18.72
2026-06-06,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,8.79,31.57,25.69,87.9,17.25
2026-06-07,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,4.5,32.45,25.32,85.1,21.12
2026-06-08,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,17.07,31.8,25.88,86.3,16.85
2026-06-09,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,13.81,31.84,25.14,85.9,19.84
2026-06-10,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,28.93,31.57,25.16,88.0,9.72
2026-06-11,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,12.88,30.58,24.95,87.8,14.95
2026-06-12,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,2.2,30.62,24.39,84.2,18.66
2026-06-13,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,8.73,30.93,24.51,84.8,18.25
2026-06-14,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,9.62,31.26,25.22,87.0,18.32
2026-06-15,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,7.63,32.02,25.55,86.0,19.99
2026-06-16,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,7.25,29.88,25.36,90.9,21.75
2026-06-17,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,16.69,31.65,25.35,87.8,17.71
2026-06-18,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,15.65,31.18,25.73,89.8,12.45
2026-06-19,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,13.5,29.9,25.34,90.4,13.15
2026-06-20,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,50.16,31.06,24.74,89.2,14.27
2026-06-21,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,45.58,30.9,25.8,89.8,11.49
2026-06-22,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,24.36,30.46,25.4,91.5,5.97
2026-06-23,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,50.48,30.73,25.57,90.7,3.16
2026-06-24,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,12.47,31.29,25.79,88.3,21.07
2026-06-25,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,40.69,31.6,25.92,89.0,19.76
2026-06-26,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,9.59,31.54,25.61,89.3,18.26
2026-06-27,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,22.06,32.0,25.52,89.1,16.8
2026-06-28,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,43.33,31.35,26.33,90.9,11.11
2026-06-29,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,59.14,30.37,26.2,92.4,6.12
2026-06-30,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,23.89,30.28,26.06,89.8,17.14
2026-07-01,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,5.93,32.21,25.44,85.2,14.63
2026-07-02,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,4.91,31.64,26.17,86.5,16.01
2026-07-03,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,2.24,32.66,26.92,84.9,20.09
2026-07-04,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,2.14,34.16,26.39,81.3,22.14
2026-07-05,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,3.5,31.43,26.75,88.9,17.74
2026-07-06,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,7.0,32.46,25.75,86.5,19.69
2026-07-07,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,37.47,30.69,26.07,91.7,16.84
2026-07-08,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,31.44,30.92,25.62,90.8,9.56
2026-07-09,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,55.14,30.68,26.36,92.4,9.43
2026-07-10,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,12.08,31.49,25.98,89.6,12.02
2026-07-11,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,9.88,32.39,25.86,88.3,14.7
2026-07-12,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,24.6,30.61,26.28,91.4,13.6
2026-07-13,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,45.54,29.73,26.21,92.9,11.05
2026-07-14,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,5.38,32.31,25.59,87.8,21.96
2026-07-15,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,2.87,30.16,25.87,86.5,6.18
2026-07-16,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,1.8,31.16,25.45,87.0,15.53
2026-07-17,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,12.15,31.45,25.64,87.5,13.67
2026-07-18,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,22.83,31.54,26.25,89.8,7.3
2026-07-19,Terai_Teesta_Alluvial_Zone,Cooch_Behar,26.32,89.45,52.2,29.55,25.9,92.9,9.46
