Date,Zone,District,Latitude,Longitude,Rainfall_Observed_mm,Tmax_C,Tmin_C,Relative_Humidity_pct,Solar_Radiation_MJm2,MJO_Phase,MJO_Amplitude,Nino34_Anomaly,Dry_Spell_Days_Streak,Target_Crops,Rolling_Rainfall_7d_mm,Rolling_Rainfall_30d_mm,Waterlogging_Risk_Index
2023-03-28,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,25.09,17.81,48.4,20.8,2,1.875,1.779,148,Pineapple,0.0,0.0,0.042
2023-03-29,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,25.39,18.41,39.9,20.5,2,1.719,1.716,149,Pineapple,0.0,0.0,0.0
2023-03-30,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,26.34,16.36,46.9,22.03,4,1.252,1.698,150,Pineapple,0.0,0.0,0.034
2023-03-31,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,28.34,14.46,44.3,21.5,2,0.646,1.839,151,Pineapple,0.0,0.0,0.021
2023-04-01,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,30.22,15.89,48.1,22.52,8,0.733,1.697,152,Pineapple,0.0,0.0,0.041
2023-04-02,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,27.93,17.73,49.1,22.39,5,0.448,1.768,153,Pineapple,0.0,0.0,0.045
2023-04-03,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,27.81,16.96,48.6,21.24,7,0.39,1.826,154,Pineapple,0.0,0.0,0.043
2023-04-04,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,28.58,15.79,48.2,21.67,2,1.038,1.868,155,Pineapple,0.0,0.0,0.041
2023-04-05,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,30.09,16.91,50.9,21.11,2,1.328,1.849,156,Pineapple,0.0,0.0,0.054
2023-04-06,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,28.75,19.22,45.3,20.87,6,1.453,1.761,157,Pineapple,0.0,0.0,0.026
2023-04-07,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,29.17,18.28,44.6,21.93,2,0.931,1.77,158,Pineapple,0.0,0.0,0.023
2023-04-08,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,27.85,20.21,49.9,19.79,6,1.072,1.857,159,Pineapple,0.0,0.0,0.049
2023-04-09,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,29.77,18.56,44.5,21.61,5,0.373,1.737,160,Pineapple,0.0,0.0,0.022
2023-04-10,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,27.18,16.92,37.4,21.24,6,1.487,1.772,161,Pineapple,0.0,0.0,0.0
2023-04-11,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,31.09,17.14,45.1,22.32,1,1.03,1.64,162,Pineapple,0.0,0.0,0.025
2023-04-12,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,30.09,19.47,46.4,21.4,1,0.962,1.798,163,Pineapple,0.0,0.0,0.032
2023-04-13,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,27.63,18.53,53.1,22.29,6,1.696,1.761,164,Pineapple,0.0,0.0,0.066
2023-04-14,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,27.47,19.61,43.0,20.72,2,1.791,1.775,165,Pineapple,0.0,0.0,0.015
2023-04-15,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,29.62,18.92,49.5,21.76,8,0.937,1.679,166,Pineapple,0.0,0.0,0.047
2023-04-16,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,31.69,16.89,49.8,20.67,7,1.434,1.714,167,Pineapple,0.0,0.0,0.049
2023-04-17,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,31.84,19.21,47.3,21.65,6,1.91,1.837,168,Pineapple,0.0,0.0,0.036
2023-04-18,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,31.64,21.73,48.7,20.47,5,1.354,1.731,169,Pineapple,0.0,0.0,0.044
2023-04-19,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,27.47,27.77,18.86,63.2,10.86,4,1.655,1.798,0,Tea,27.47,27.47,0.226
2023-04-20,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,30.95,18.59,55.7,20.97,6,0.558,1.799,1,Pineapple,27.47,27.47,0.188
2023-04-21,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,31.62,18.15,48.6,18.82,5,0.528,1.653,2,Pineapple,27.47,27.47,0.153
2023-04-22,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,29.15,19.65,45.6,22.33,5,1.527,1.76,3,Pineapple,27.47,27.47,0.138
2023-04-23,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,30.13,18.99,50.4,19.14,8,1.045,1.781,4,Pineapple,27.47,27.47,0.162
2023-04-24,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,32.42,20.99,53.9,21.96,3,1.962,1.708,5,Pineapple,27.47,27.47,0.179
2023-04-25,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,30.54,18.87,49.8,21.11,2,1.586,1.713,6,Pineapple,27.47,27.47,0.159
2023-04-26,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,30.61,20.21,52.9,20.01,1,1.491,1.68,7,Pineapple,0.0,27.47,0.064
2023-04-27,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,31.71,22.12,48.6,19.12,8,2.029,1.692,8,Pineapple,0.0,27.47,0.043
2023-04-28,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,31.1,20.23,48.4,21.8,5,1.037,1.732,9,Pineapple,0.0,27.47,0.042
2023-04-29,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,31.0,21.84,51.3,18.96,4,1.609,1.715,10,Pineapple,0.0,27.47,0.056
2023-04-30,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,28.94,22.63,52.6,20.46,5,0.317,1.773,11,Pineapple,0.0,27.47,0.063
2023-05-01,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,36.94,27.84,21.43,57.9,11.18,4,1.093,1.801,0,Tea,36.94,64.41,0.237
2023-05-02,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,31.46,22.11,57.2,20.37,1,1.916,1.706,1,Pineapple,36.94,64.41,0.234
2023-05-03,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,31.87,22.17,55.1,18.6,3,2.172,1.782,2,Pineapple,36.94,64.41,0.223
2023-05-04,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,33.14,19.91,52.3,21.6,8,1.595,1.682,3,Pineapple,36.94,64.41,0.209
2023-05-05,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,31.28,20.44,51.3,18.09,3,1.309,1.79,4,Pineapple,36.94,64.41,0.204
2023-05-06,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,34.07,22.63,55.9,17.69,8,0.434,1.674,5,Pineapple,36.94,64.41,0.227
2023-05-07,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,31.75,23.83,53.7,19.99,7,1.043,1.692,6,Pineapple,36.94,64.41,0.216
2023-05-08,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,35.54,23.87,55.2,18.44,5,2.001,1.675,7,Pineapple,0.0,64.41,0.076
2023-05-09,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,32.76,22.67,58.2,19.6,8,2.03,1.715,8,Pineapple,0.0,64.41,0.091
2023-05-10,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,30.57,24.22,54.4,20.65,6,2.19,1.681,9,Pineapple,0.0,64.41,0.072
2023-05-11,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,33.27,22.54,61.8,20.62,4,1.201,1.706,10,Pineapple,0.0,64.41,0.109
2023-05-12,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,33.61,22.35,55.4,18.66,7,0.547,1.693,11,Pineapple,0.0,64.41,0.077
2023-05-13,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,32.14,23.58,58.7,19.3,5,0.34,1.718,12,Pineapple,0.0,64.41,0.094
2023-05-14,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,31.49,22.47,59.9,20.59,6,0.655,1.696,13,Pineapple,0.0,64.41,0.099
2023-05-15,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,30.25,24.05,58.2,20.34,7,0.833,1.761,14,Pineapple,0.0,64.41,0.091
2023-05-16,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,32.43,24.39,57.0,21.01,4,0.573,1.783,15,Pineapple,0.0,64.41,0.085
2023-05-17,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,33.22,24.99,59.5,20.04,4,0.697,1.655,16,Pineapple,0.0,64.41,0.097
2023-05-18,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,34.41,23.86,63.2,18.98,2,1.179,1.697,17,Pineapple,0.0,64.41,0.116
2023-05-19,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,34.32,22.8,59.3,20.31,1,0.597,1.698,18,Pineapple,0.0,36.94,0.096
2023-05-20,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,34.59,25.28,60.2,17.97,4,0.679,1.666,19,Pineapple,0.0,36.94,0.101
2023-05-21,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,32.36,25.06,69.4,18.63,4,1.028,1.711,20,Pineapple,0.0,36.94,0.147
2023-05-22,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,32.33,26.0,58.8,18.55,4,0.97,1.545,21,Pineapple,0.0,36.94,0.094
2023-05-23,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,35.18,23.75,68.4,17.41,6,0.717,1.55,22,Pineapple,0.0,36.94,0.142
2023-05-24,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,33.8,24.11,62.6,19.31,8,2.082,1.612,23,Pineapple,0.0,36.94,0.113
2023-05-25,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,39.59,30.11,26.17,69.7,9.42,4,1.862,1.615,0,Tea,39.59,76.53,0.307
2023-05-26,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,54.82,26.35,26.24,84.1,6.19,1,1.243,1.589,0,Wetland_Rice,94.41,131.35,0.598
2023-05-27,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,32.57,25.01,64.9,17.97,4,1.773,1.61,1,Wetland_Rice,94.41,131.35,0.502
2023-05-28,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,34.38,24.24,62.1,17.22,5,0.946,1.676,2,Tea,94.41,131.35,0.488
2023-05-29,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,34.17,23.63,64.1,18.75,6,1.144,1.658,3,Tea,94.41,131.35,0.498
2023-05-30,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,35.38,26.15,63.6,17.89,2,1.038,1.612,4,Tea,94.41,131.35,0.496
2023-05-31,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,31.38,25.24,65.6,17.28,8,0.47,1.655,5,Wetland_Rice,94.41,94.41,0.506
2023-06-01,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,34.99,24.01,64.5,15.45,8,0.525,1.611,6,Tea,54.82,94.41,0.342
2023-06-02,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,37.67,24.61,69.5,17.45,6,2.066,1.676,7,Pineapple,0.0,94.41,0.147
2023-06-03,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,48.57,27.76,25.69,78.6,6.83,2,2.112,1.566,0,Tea,48.57,142.98,0.387
2023-06-04,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,35.35,26.92,67.4,17.58,1,0.778,1.712,1,Tea,48.57,142.98,0.331
2023-06-05,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,56.19,30.68,27.31,86.5,7.6,8,0.922,1.592,0,Wetland_Rice,104.76,199.17,0.652
2023-06-06,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,37.08,24.79,70.9,16.86,8,0.401,1.512,1,Wetland_Rice,104.76,199.17,0.574
2023-06-07,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,35.52,26.91,70.1,17.07,3,0.829,1.489,2,Wetland_Rice,104.76,199.17,0.57
2023-06-08,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,37.48,24.16,69.0,16.09,2,1.418,1.574,3,Wetland_Rice,104.76,199.17,0.564
2023-06-09,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,15.34,33.23,26.59,73.0,10.2,7,1.341,1.607,0,Wetland_Rice,120.1,214.51,0.645
2023-06-10,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,116.13,21.14,26.67,99.0,4.65,3,0.729,1.511,0,Wetland_Rice,187.66,330.64,1.0
2023-06-11,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,35.37,26.66,73.2,17.08,1,2.196,1.558,1,Wetland_Rice,187.66,330.64,0.917
2023-06-12,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,34.14,25.85,71.0,16.79,3,0.861,1.539,2,Wetland_Rice,131.47,330.64,0.681
2023-06-13,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,36.3,26.69,75.8,16.14,7,0.349,1.449,3,Wetland_Rice,131.47,330.64,0.705
2023-06-14,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,36.44,25.78,76.5,16.6,5,0.58,1.534,4,Wetland_Rice,131.47,330.64,0.708
2023-06-15,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,35.58,27.03,70.9,16.68,8,1.116,1.471,5,Wetland_Rice,131.47,330.64,0.68
2023-06-16,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,36.23,25.3,77.1,16.17,6,1.648,1.467,6,Wetland_Rice,116.13,330.64,0.65
2023-06-17,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,36.61,28.07,78.2,16.35,1,2.164,1.488,7,Pineapple,0.0,330.64,0.191
2023-06-18,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,37.98,26.08,75.7,13.91,8,1.297,1.536,8,Tea,0.0,330.64,0.178
2023-06-19,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,34.65,26.01,77.6,14.87,2,1.698,1.487,9,Tea,0.0,330.64,0.188
2023-06-20,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,48.32,32.98,28.33,85.6,5.24,3,1.63,1.537,0,Tea,48.32,378.96,0.421
2023-06-21,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,39.13,25.14,75.0,14.62,8,1.748,1.538,1,Tea,48.32,378.96,0.368
2023-06-22,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,25.4,34.15,27.85,87.8,5.96,7,0.448,1.583,0,Wetland_Rice,73.72,404.36,0.534
2023-06-23,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,34.02,27.86,83.5,15.12,7,1.639,1.466,1,Wetland_Rice,73.72,404.36,0.512
2023-06-24,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,37.19,27.49,73.6,14.85,5,0.335,1.483,2,Tea,73.72,364.77,0.463
2023-06-25,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,34.79,32.82,28.75,88.1,4.0,3,0.376,1.478,0,Wetland_Rice,108.51,344.74,0.675
2023-06-26,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,38.33,25.33,83.2,14.73,6,0.866,1.405,1,Wetland_Rice,108.51,344.74,0.65
2023-06-27,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,36.65,27.72,80.0,14.69,5,1.902,1.457,2,Tea,60.19,344.74,0.441
2023-06-28,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,36.43,27.63,78.1,13.38,1,0.595,1.478,3,Tea,60.19,344.74,0.431
2023-06-29,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,36.06,26.18,82.7,15.35,5,0.924,1.411,4,Tea,34.79,344.74,0.353
2023-06-30,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,39.08,26.81,80.6,14.3,4,1.978,1.42,5,Tea,34.79,344.74,0.342
2023-07-01,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,44.48,32.52,29.09,93.0,5.68,5,0.99,1.426,0,Wetland_Rice,79.27,389.22,0.582
2023-07-02,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,69.25,28.49,27.24,99.0,4.98,5,1.669,1.422,0,Wetland_Rice,113.73,458.47,0.75
2023-07-03,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,16.63,37.59,28.92,84.8,7.38,1,2.021,1.389,0,Wetland_Rice,130.36,426.53,0.745
2023-07-04,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,35.4,26.49,78.9,12.76,3,1.987,1.403,1,Wetland_Rice,130.36,426.53,0.716
2023-07-05,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,48.4,32.79,25.02,94.3,4.0,6,0.446,1.376,0,Wetland_Rice,178.76,418.74,0.987
2023-07-06,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,20.43,32.75,25.39,84.9,5.67,2,1.848,1.35,0,Wetland_Rice,199.19,439.17,1.0
2023-07-07,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,26.09,35.39,27.27,92.9,4.91,4,1.74,1.453,0,Wetland_Rice,225.28,465.26,1.0
2023-07-08,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,36.1,27.18,80.9,13.23,7,2.118,1.443,1,Wetland_Rice,180.8,465.26,0.928
2023-07-09,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,39.31,29.18,84.5,14.55,3,1.838,1.406,2,Wetland_Rice,111.55,449.92,0.669
2023-07-10,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,37.52,26.05,83.3,12.28,1,0.695,1.341,3,Wetland_Rice,94.92,333.79,0.596
2023-07-11,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,60.2,32.05,27.08,99.0,4.45,1,0.894,1.402,0,Wetland_Rice,155.12,393.99,0.915
2023-07-12,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,12.14,33.83,29.72,86.4,10.1,1,0.519,1.379,0,Wetland_Rice,118.86,406.13,0.707
2023-07-13,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,37.63,24.38,79.9,13.96,2,0.587,1.303,1,Wetland_Rice,98.43,406.13,0.593
2023-07-14,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,36.66,27.17,85.5,15.85,2,0.699,1.369,2,Wetland_Rice,72.34,406.13,0.517
2023-07-15,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,31.29,31.79,27.39,90.9,4.45,8,1.22,1.334,0,Wetland_Rice,103.63,437.42,0.669
2023-07-16,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,36.74,29.68,80.4,13.64,4,1.295,1.351,1,Wetland_Rice,103.63,437.42,0.617
2023-07-17,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,38.05,29.59,91.0,15.52,2,1.221,1.327,2,Wetland_Rice,103.63,437.42,0.67
2023-07-18,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,39.43,27.08,86.6,14.25,8,0.682,1.367,3,Tea,43.43,437.42,0.407
2023-07-19,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,37.06,27.91,82.6,13.76,7,2.102,1.337,4,Tea,31.29,437.42,0.338
2023-07-20,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,37.31,29.38,84.4,14.05,4,0.518,1.281,5,Tea,31.29,389.1,0.347
2023-07-21,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,35.99,28.82,79.9,11.54,6,2.023,1.298,6,Tea,31.29,389.1,0.325
2023-07-22,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,37.88,27.56,78.4,12.77,6,0.471,1.265,7,Tea,0.0,363.7,0.192
2023-07-23,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,21.02,33.5,27.81,84.3,4.0,3,0.927,1.221,0,Tea,21.02,384.72,0.306
2023-07-24,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,36.03,29.24,73.3,13.91,5,0.542,1.276,1,Tea,21.02,384.72,0.251
2023-07-25,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,32.06,32.44,26.92,89.3,4.0,7,2.172,1.291,0,Tea,53.08,381.99,0.459
2023-07-26,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,39.89,25.51,90.0,13.34,4,1.754,1.242,1,Tea,53.08,381.99,0.462
2023-07-27,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,38.17,26.84,80.5,14.7,2,1.917,1.249,2,Tea,53.08,381.99,0.415
2023-07-28,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,35.13,25.61,80.5,13.61,8,0.482,1.284,3,Tea,53.08,381.99,0.415
2023-07-29,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,3.26,35.98,30.05,79.4,10.57,4,1.947,1.212,0,Tea,56.34,385.25,0.422
2023-07-30,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,35.85,26.64,83.0,14.51,1,0.548,1.244,1,Tea,35.32,385.25,0.356
2023-07-31,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,14.45,35.94,27.45,92.0,8.86,7,1.416,1.263,0,Tea,49.77,355.22,0.459
2023-08-01,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,38.3,27.42,81.5,13.88,2,1.199,1.221,1,Tea,17.71,285.97,0.278
2023-08-02,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,36.31,27.9,77.8,14.26,5,1.155,1.212,2,Tea,17.71,269.34,0.26
2023-08-03,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,38.73,26.5,83.8,12.47,6,1.923,1.29,3,Tea,17.71,269.34,0.29
2023-08-04,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,25.48,33.4,27.12,88.8,5.19,6,2.168,1.198,0,Tea,43.19,246.42,0.417
2023-08-05,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,44.01,28.78,24.62,89.6,4.05,2,0.368,1.176,0,Wetland_Rice,83.94,270.0,0.584
2023-08-06,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,62.92,30.66,27.7,99.0,4.0,5,0.925,1.151,0,Wetland_Rice,146.86,306.83,0.882
2023-08-07,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,36.34,24.82,81.0,15.0,3,0.369,1.278,1,Wetland_Rice,132.41,306.83,0.735
2023-08-08,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,38.74,28.71,78.7,13.3,7,1.719,1.184,2,Wetland_Rice,132.41,306.83,0.723
2023-08-09,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,37.42,27.64,81.7,15.29,3,0.387,1.217,3,Wetland_Rice,132.41,306.83,0.738
2023-08-10,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,39.83,27.09,78.8,13.84,6,1.392,1.245,4,Wetland_Rice,132.41,246.63,0.724
2023-08-11,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,76.56,29.24,27.18,99.0,6.13,5,1.202,1.155,0,Wetland_Rice,183.49,311.05,1.0
2023-08-12,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,22.48,35.16,26.73,87.2,7.55,7,0.641,1.253,0,Wetland_Rice,161.96,333.53,0.884
2023-08-13,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,36.82,26.71,81.2,15.0,5,1.814,1.109,1,Wetland_Rice,99.04,333.53,0.602
2023-08-14,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,35.77,27.08,76.5,14.19,5,0.5,1.212,2,Wetland_Rice,99.04,302.24,0.579
2023-08-15,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,35.82,27.37,78.2,15.82,1,1.031,1.071,3,Wetland_Rice,99.04,302.24,0.587
2023-08-16,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,82.65,30.34,26.44,99.0,5.74,7,0.877,1.122,0,Wetland_Rice,181.69,384.89,1.0
2023-08-17,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,35.12,25.64,77.5,14.45,3,0.958,1.177,1,Wetland_Rice,181.69,384.89,0.914
2023-08-18,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,36.73,27.68,75.6,16.16,4,0.687,1.306,2,Wetland_Rice,105.13,384.89,0.599
2023-08-19,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,83.36,26.0,24.7,99.0,6.65,4,1.595,1.156,0,Wetland_Rice,166.01,468.25,0.959
2023-08-20,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,35.14,28.12,76.3,16.5,6,0.627,1.235,1,Wetland_Rice,166.01,468.25,0.846
2023-08-21,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,34.85,27.41,78.4,16.52,8,1.86,1.2,2,Wetland_Rice,166.01,468.25,0.856
2023-08-22,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,37.85,25.37,73.9,14.51,8,0.367,1.186,3,Wetland_Rice,166.01,447.23,0.834
2023-08-23,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,38.69,26.28,66.1,14.06,7,0.595,1.146,4,Tea,83.36,447.23,0.464
2023-08-24,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,55.18,30.1,27.48,92.5,5.12,1,2.009,1.248,0,Wetland_Rice,138.54,470.35,0.817
2023-08-25,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,36.16,25.64,73.3,15.25,5,0.95,1.195,1,Wetland_Rice,138.54,470.35,0.721
2023-08-26,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,36.98,26.66,75.3,16.26,1,1.329,1.105,2,Tea,55.18,470.35,0.397
2023-08-27,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,35.02,26.68,71.9,17.59,1,2.086,1.093,3,Tea,55.18,470.35,0.38
2023-08-28,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,34.94,24.25,70.9,16.23,8,2.15,1.2,4,Tea,55.18,467.09,0.375
2023-08-29,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,36.6,26.37,73.6,16.72,7,1.498,1.133,5,Tea,55.18,467.09,0.389
2023-08-30,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,52.8,29.33,25.39,84.5,5.29,3,1.62,1.086,0,Wetland_Rice,107.98,505.44,0.654
2023-08-31,Terai_Teesta_Zone,Jalpaiguri,26.54,88.72,0.0,34.9,26.08,63.2,17.79,8,1.27,1.123,1,Tea,52.8,505.44,0.327
