Date,Zone,District,Latitude,Longitude,Rainfall_Observed_mm,Tmax_C,Tmin_C,Relative_Humidity_pct,Solar_Radiation_MJm2,MJO_Phase,MJO_Amplitude,Nino34_Anomaly,Dry_Spell_Days_Streak,Target_Crops,Rolling_Rainfall_7d_mm,Rolling_Rainfall_30d_mm,Active_Crop_Cycle
2021-08-26,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,37.35,27.52,71.0,16.92,8,0.848,-1.298,3,Aman_Rice,14.02,274.47,Kharif_Aman_Jute
2021-08-27,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,35.59,27.66,69.6,15.92,8,0.464,-1.346,4,Aman_Rice,14.02,270.32,Kharif_Aman_Jute
2021-08-28,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,36.83,27.0,62.9,16.22,4,1.174,-1.216,5,Aman_Rice,14.02,224.96,Kharif_Aman_Jute
2021-08-29,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,39.93,26.44,70.5,16.72,4,1.216,-1.27,6,Aman_Rice,14.02,224.96,Kharif_Aman_Jute
2021-08-30,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,15.97,32.76,27.64,76.1,10.74,4,1.632,-1.311,0,Aman_Rice,15.97,240.93,Kharif_Aman_Jute
2021-08-31,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,34.27,25.84,69.4,16.58,7,1.851,-1.293,1,Aman_Rice,15.97,235.4,Kharif_Aman_Jute
2021-09-01,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,35.7,24.93,63.5,16.61,4,1.417,-1.339,2,Aman_Rice,15.97,213.74,Kharif_Aman_Jute
2021-09-02,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,7.03,37.24,25.35,65.1,15.64,5,1.517,-1.255,0,Aman_Rice,23.0,212.99,Kharif_Aman_Jute
2021-09-03,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,35.88,25.71,61.8,19.54,7,0.551,-1.297,1,Aman_Rice,23.0,193.13,Kharif_Aman_Jute
2021-09-04,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,37.94,25.13,68.8,18.48,7,1.939,-1.266,2,Aman_Rice,23.0,193.13,Kharif_Aman_Jute
2021-09-05,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,41.76,33.42,25.94,79.7,7.11,6,0.87,-1.336,0,Aman_Rice,64.76,234.89,Kharif_Aman_Jute
2021-09-06,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,4.96,34.24,24.58,61.5,13.76,5,2.125,-1.246,0,Aman_Rice,53.75,239.85,Kharif_Aman_Jute
2021-09-07,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,4.34,36.47,25.43,63.0,17.3,8,1.468,-1.308,0,Aman_Rice,58.09,232.4,Kharif_Aman_Jute
2021-09-08,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,35.4,25.95,63.4,19.24,8,1.32,-1.346,1,Aman_Rice,58.09,192.84,Kharif_Aman_Jute
2021-09-09,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,38.09,24.76,61.3,16.76,7,1.004,-1.369,2,Aman_Rice,51.06,192.84,Kharif_Aman_Jute
2021-09-10,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,36.43,24.08,64.0,17.96,6,0.893,-1.313,3,Aman_Rice,51.06,134.73,Kharif_Aman_Jute
2021-09-11,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,5.56,33.89,23.82,67.1,18.23,1,1.34,-1.287,0,Aman_Rice,56.62,113.55,Kharif_Aman_Jute
2021-09-12,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,35.36,24.13,57.9,16.96,6,2.075,-1.343,1,Aman_Rice,14.86,103.95,Kharif_Aman_Jute
2021-09-13,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,13.77,34.85,26.41,75.7,11.01,3,1.93,-1.363,0,Aman_Rice,23.67,117.72,Kharif_Aman_Jute
2021-09-14,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,36.15,22.84,61.5,16.72,1,1.62,-1.324,1,Aman_Rice,19.33,117.72,Kharif_Aman_Jute
2021-09-15,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,36.26,24.52,59.8,18.61,1,0.955,-1.342,2,Aman_Rice,19.33,117.72,Kharif_Aman_Jute
2021-09-16,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,33.68,24.36,55.4,19.91,1,2.18,-1.312,3,Aman_Rice,19.33,107.41,Kharif_Aman_Jute
2021-09-17,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,36.83,24.81,61.9,18.55,7,0.826,-1.303,4,Aman_Rice,19.33,107.41,Kharif_Aman_Jute
2021-09-18,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,36.32,24.54,61.0,19.43,6,0.613,-1.3,5,Aman_Rice,13.77,107.41,Kharif_Aman_Jute
2021-09-19,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,34.62,24.66,66.2,19.75,1,1.24,-1.363,6,Aman_Rice,13.77,107.41,Kharif_Aman_Jute
2021-09-20,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,35.96,24.51,59.8,17.39,7,1.061,-1.316,7,Aman_Rice,0.0,107.41,Kharif_Aman_Jute
2021-09-21,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,35.27,22.05,60.5,19.77,4,2.058,-1.383,8,Aman_Rice,0.0,107.41,Kharif_Aman_Jute
2021-09-22,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,36.23,24.63,58.7,17.91,8,1.223,-1.243,9,Aman_Rice,0.0,93.39,Kharif_Aman_Jute
2021-09-23,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,35.9,22.14,56.0,18.05,6,1.935,-1.371,10,Aman_Rice,0.0,93.39,Kharif_Aman_Jute
2021-09-24,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,35.33,22.73,60.8,20.43,7,1.367,-1.371,11,Aman_Rice,0.0,93.39,Kharif_Aman_Jute
2021-09-25,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,34.14,22.82,56.3,18.59,5,1.347,-1.393,12,Aman_Rice,0.0,93.39,Kharif_Aman_Jute
2021-09-26,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,32.89,24.01,58.3,20.67,1,0.8,-1.298,13,Aman_Rice,0.0,93.39,Kharif_Aman_Jute
2021-09-27,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,35.63,23.87,54.5,20.19,6,2.077,-1.326,14,Aman_Rice,0.0,93.39,Kharif_Aman_Jute
2021-09-28,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,34.79,21.92,53.8,19.42,8,0.675,-1.356,15,Aman_Rice,0.0,93.39,Kharif_Aman_Jute
2021-09-29,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,12.3,32.73,22.4,60.5,14.53,6,1.437,-1.417,0,Aman_Rice,12.3,89.72,Kharif_Aman_Jute
2021-09-30,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,19.19,34.23,22.55,58.3,11.9,6,0.785,-1.3,0,Aman_Rice,31.49,108.91,Kharif_Aman_Jute
2021-10-01,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,1.23,34.28,22.07,57.6,19.1,7,1.754,-1.27,1,Aman_Rice,32.72,110.14,Kharif_Aman_Jute
2021-10-02,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,34.61,21.51,56.7,20.0,2,0.669,-1.264,2,Aman_Rice,32.72,103.11,Kharif_Aman_Jute
2021-10-03,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,34.66,21.01,48.3,20.89,7,1.968,-1.287,3,Aman_Rice,32.72,103.11,Kharif_Aman_Jute
2021-10-04,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,32.81,22.91,50.5,19.29,8,0.591,-1.403,4,Aman_Rice,32.72,103.11,Kharif_Aman_Jute
2021-10-05,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,67.56,24.78,21.13,71.5,9.85,6,1.781,-1.264,0,Aman_Rice,100.28,128.91,Kharif_Aman_Jute
2021-10-06,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,31.68,20.41,50.3,22.09,3,1.244,-1.381,1,Aman_Rice,87.98,123.95,Kharif_Aman_Jute
2021-10-07,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,30.23,21.72,52.0,19.77,1,1.182,-1.33,2,Aman_Rice,68.79,119.61,Kharif_Aman_Jute
2021-10-08,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,33.84,20.64,50.0,21.86,3,0.4,-1.353,3,Aman_Rice,67.56,119.61,Kharif_Aman_Jute
2021-10-09,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,34.73,21.62,54.9,19.62,5,1.267,-1.259,4,Aman_Rice,67.56,119.61,Kharif_Aman_Jute
2021-10-10,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,32.6,19.43,56.4,19.46,7,1.286,-1.44,5,Aman_Rice,67.56,119.61,Kharif_Aman_Jute
2021-10-11,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,33.53,19.76,47.0,19.34,8,1.374,-1.285,6,Aman_Rice,67.56,114.05,Kharif_Aman_Jute
2021-10-12,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,31.83,20.36,53.0,19.94,4,1.145,-1.306,7,Aman_Rice,0.0,114.05,Kharif_Aman_Jute
2021-10-13,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,32.36,21.6,50.2,18.96,7,0.986,-1.344,8,Aman_Rice,0.0,100.28,Kharif_Aman_Jute
2021-10-14,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,32.19,20.92,52.5,20.03,5,1.679,-1.202,9,Aman_Rice,0.0,100.28,Kharif_Aman_Jute
2021-10-15,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,30.72,20.41,53.5,20.93,7,2.164,-1.299,10,Aman_Rice,0.0,100.28,Kharif_Aman_Jute
2021-10-16,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,31.06,18.26,56.4,22.29,7,0.716,-1.315,11,Aman_Rice,0.0,100.28,Kharif_Aman_Jute
2021-10-17,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,33.51,21.87,49.3,21.49,3,1.832,-1.25,12,Aman_Rice,0.0,100.28,Kharif_Aman_Jute
2021-10-18,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,33.17,19.4,49.4,20.95,3,1.726,-1.299,13,Aman_Rice,0.0,100.28,Kharif_Aman_Jute
2021-10-19,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,29.96,17.99,50.0,21.27,4,2.143,-1.304,14,Aman_Rice,0.0,100.28,Kharif_Aman_Jute
2021-10-20,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,30.86,18.35,49.4,20.72,1,1.286,-1.266,15,Aman_Rice,0.0,100.28,Kharif_Aman_Jute
2021-10-21,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,31.44,19.37,47.6,21.91,7,1.682,-1.311,16,Aman_Rice,0.0,100.28,Kharif_Aman_Jute
2021-10-22,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,30.9,18.03,38.1,21.57,2,1.786,-1.343,17,Aman_Rice,0.0,100.28,Kharif_Aman_Jute
2021-10-23,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,31.85,18.58,53.0,20.74,1,0.855,-1.203,18,Aman_Rice,0.0,100.28,Kharif_Aman_Jute
2021-10-24,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,30.07,19.75,56.6,22.52,5,0.846,-1.279,19,Aman_Rice,0.0,100.28,Kharif_Aman_Jute
2021-10-25,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,31.16,19.65,43.4,20.86,7,0.54,-1.335,20,Aman_Rice,0.0,100.28,Kharif_Aman_Jute
2021-10-26,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,31.23,18.0,43.3,20.8,2,1.337,-1.368,21,Aman_Rice,0.0,100.28,Kharif_Aman_Jute
2021-10-27,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,31.49,17.41,46.7,20.84,1,1.033,-1.234,22,Aman_Rice,0.0,100.28,Kharif_Aman_Jute
2021-10-28,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,28.97,18.09,45.3,20.59,4,0.652,-1.33,23,Aman_Rice,0.0,100.28,Kharif_Aman_Jute
2021-10-29,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,30.28,16.98,46.7,22.29,3,1.245,-1.336,24,Aman_Rice,0.0,87.98,Kharif_Aman_Jute
2021-10-30,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,28.93,19.0,48.5,21.59,6,0.584,-1.275,25,Aman_Rice,0.0,68.79,Kharif_Aman_Jute
2021-10-31,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,30.6,16.97,46.3,21.52,6,1.284,-1.298,26,Aman_Rice,0.0,67.56,Kharif_Aman_Jute
2021-11-01,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,29.75,18.25,44.3,21.56,1,1.299,-1.304,27,Potato,0.0,67.56,Rabi_Potato_Boro
2021-11-02,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,31.15,19.75,51.4,20.78,7,1.261,-1.325,28,Potato,0.0,67.56,Rabi_Potato_Boro
2021-11-03,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,29.18,17.09,48.9,20.85,1,1.902,-1.235,29,Potato,0.0,67.56,Rabi_Potato_Boro
2021-11-04,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,28.58,18.4,45.3,22.59,4,1.278,-1.325,30,Potato,0.0,0.0,Rabi_Potato_Boro
2021-11-05,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,31.28,16.26,44.8,20.13,5,0.865,-1.304,31,Potato,0.0,0.0,Rabi_Potato_Boro
2021-11-06,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,30.58,16.94,47.0,22.13,3,0.898,-1.196,32,Potato,0.0,0.0,Rabi_Potato_Boro
2021-11-07,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,27.64,17.54,49.6,22.07,2,1.583,-1.27,33,Potato,0.0,0.0,Rabi_Potato_Boro
2021-11-08,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,26.67,15.17,44.9,19.76,3,0.395,-1.141,34,Potato,0.0,0.0,Rabi_Potato_Boro
2021-11-09,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,27.57,15.01,47.8,19.86,2,0.927,-1.247,35,Potato,0.0,0.0,Rabi_Potato_Boro
2021-11-10,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,27.9,18.72,48.0,21.58,2,1.451,-1.258,36,Potato,0.0,0.0,Rabi_Potato_Boro
2021-11-11,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,30.52,16.1,48.7,20.68,3,1.364,-1.235,37,Potato,0.0,0.0,Rabi_Potato_Boro
2021-11-12,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,26.96,15.49,45.1,21.03,8,2.124,-1.213,38,Potato,0.0,0.0,Rabi_Potato_Boro
2021-11-13,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,29.62,14.79,46.9,20.54,3,0.684,-1.184,39,Potato,0.0,0.0,Rabi_Potato_Boro
2021-11-14,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,25.12,15.23,46.8,22.43,4,1.048,-1.125,40,Potato,0.0,0.0,Rabi_Potato_Boro
2021-11-15,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,26.72,17.19,48.0,21.74,1,0.927,-1.287,41,Potato,0.0,0.0,Rabi_Potato_Boro
2021-11-16,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,27.89,16.87,49.3,21.58,3,0.451,-1.254,42,Potato,0.0,0.0,Rabi_Potato_Boro
2021-11-17,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,28.97,13.23,49.3,19.82,7,1.469,-1.234,43,Potato,0.0,0.0,Rabi_Potato_Boro
2021-11-18,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,26.77,14.16,50.0,22.33,7,0.531,-1.253,44,Potato,0.0,0.0,Rabi_Potato_Boro
2021-11-19,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,29.61,14.14,44.1,22.63,8,1.902,-1.303,45,Potato,0.0,0.0,Rabi_Potato_Boro
2021-11-20,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,28.89,14.35,45.8,22.04,2,0.604,-1.221,46,Potato,0.0,0.0,Rabi_Potato_Boro
2021-11-21,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,27.64,13.7,46.8,21.93,6,0.827,-1.234,47,Potato,0.0,0.0,Rabi_Potato_Boro
2021-11-22,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,4.29,25.61,15.24,45.4,19.98,5,0.558,-1.124,0,Potato,4.29,4.29,Rabi_Potato_Boro
2021-11-23,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,28.91,16.31,52.6,22.37,4,0.631,-1.235,1,Potato,4.29,4.29,Rabi_Potato_Boro
2021-11-24,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,27.79,13.79,41.8,21.55,2,1.52,-1.198,2,Potato,4.29,4.29,Rabi_Potato_Boro
2021-11-25,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,27.11,15.77,45.2,22.44,4,0.646,-1.144,3,Potato,4.29,4.29,Rabi_Potato_Boro
2021-11-26,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,27.02,14.76,46.6,21.56,3,1.097,-1.202,4,Potato,4.29,4.29,Rabi_Potato_Boro
2021-11-27,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,26.51,14.3,47.7,21.36,1,1.297,-1.209,5,Potato,4.29,4.29,Rabi_Potato_Boro
2021-11-28,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,25.64,15.29,44.0,21.61,1,1.229,-1.2,6,Potato,4.29,4.29,Rabi_Potato_Boro
2021-11-29,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,9.47,24.75,15.47,47.0,17.91,6,1.494,-1.141,0,Potato,9.47,13.76,Rabi_Potato_Boro
2021-11-30,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,27.5,13.78,45.3,22.42,6,0.5,-1.219,1,Potato,9.47,13.76,Rabi_Potato_Boro
2021-12-01,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,24.4,13.83,44.1,23.11,3,1.654,-1.131,2,Potato,9.47,13.76,Rabi_Potato_Boro
2021-12-02,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,26.72,15.56,45.7,22.61,3,2.113,-1.147,3,Potato,9.47,13.76,Rabi_Potato_Boro
2021-12-03,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,28.09,12.38,46.9,21.22,2,0.758,-1.079,4,Potato,9.47,13.76,Rabi_Potato_Boro
2021-12-04,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,27.02,12.18,43.6,20.07,3,0.812,-1.065,5,Potato,9.47,13.76,Rabi_Potato_Boro
2021-12-05,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,26.53,14.07,41.6,21.71,3,0.947,-1.026,6,Potato,9.47,13.76,Rabi_Potato_Boro
2021-12-06,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,27.64,12.68,47.3,21.45,3,1.094,-1.143,7,Potato,0.0,13.76,Rabi_Potato_Boro
2021-12-07,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,28.88,12.18,41.4,23.06,3,1.039,-1.29,8,Potato,0.0,13.76,Rabi_Potato_Boro
2021-12-08,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,25.22,13.62,42.9,22.28,7,1.095,-1.161,9,Potato,0.0,13.76,Rabi_Potato_Boro
2021-12-09,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,25.12,12.76,45.2,22.04,8,0.935,-1.049,10,Potato,0.0,13.76,Rabi_Potato_Boro
2021-12-10,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,27.33,13.0,37.6,22.85,4,1.97,-1.084,11,Potato,0.0,13.76,Rabi_Potato_Boro
2021-12-11,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,27.04,13.42,42.7,22.18,3,0.503,-1.157,12,Potato,0.0,13.76,Rabi_Potato_Boro
2021-12-12,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,27.27,13.2,47.0,21.81,1,1.435,-1.061,13,Potato,0.0,13.76,Rabi_Potato_Boro
2021-12-13,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,24.61,13.59,44.3,22.41,3,0.526,-1.07,14,Potato,0.0,13.76,Rabi_Potato_Boro
2021-12-14,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,22.18,12.68,51.6,20.89,1,2.165,-1.015,15,Potato,0.0,13.76,Rabi_Potato_Boro
2021-12-15,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,25.31,10.85,51.2,20.74,3,1.325,-1.106,16,Potato,0.0,13.76,Rabi_Potato_Boro
2021-12-16,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,26.69,11.33,47.3,23.71,3,1.434,-1.146,17,Potato,0.0,13.76,Rabi_Potato_Boro
2021-12-17,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,24.2,12.72,49.8,21.18,1,1.35,-1.106,18,Potato,0.0,13.76,Rabi_Potato_Boro
2021-12-18,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,23.69,12.46,42.7,21.81,1,1.302,-0.991,19,Potato,0.0,13.76,Rabi_Potato_Boro
2021-12-19,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,24.88,12.62,49.6,22.72,4,1.716,-1.078,20,Potato,0.0,13.76,Rabi_Potato_Boro
2021-12-20,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,24.74,11.68,44.6,23.19,2,0.657,-0.975,21,Potato,0.0,13.76,Rabi_Potato_Boro
2021-12-21,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,26.82,12.73,45.7,21.33,7,2.022,-1.124,22,Potato,0.0,13.76,Rabi_Potato_Boro
2021-12-22,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,23.91,13.32,42.5,20.24,5,1.088,-1.075,23,Potato,0.0,9.47,Rabi_Potato_Boro
2021-12-23,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,24.27,12.43,46.0,21.62,7,1.898,-1.037,24,Potato,0.0,9.47,Rabi_Potato_Boro
2021-12-24,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,22.31,13.83,50.4,21.76,7,1.858,-1.034,25,Potato,0.0,9.47,Rabi_Potato_Boro
2021-12-25,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,24.06,12.14,49.3,20.82,1,1.125,-0.97,26,Potato,0.0,9.47,Rabi_Potato_Boro
2021-12-26,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,23.43,12.75,45.2,22.77,1,0.847,-1.064,27,Potato,0.0,9.47,Rabi_Potato_Boro
2021-12-27,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,19.62,21.45,11.61,49.8,15.08,6,0.849,-0.96,0,Potato,19.62,29.09,Rabi_Potato_Boro
2021-12-28,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,26.01,13.07,44.8,21.74,6,1.443,-0.983,1,Potato,19.62,29.09,Rabi_Potato_Boro
2021-12-29,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,25.87,11.6,40.2,23.32,3,0.31,-1.066,2,Potato,19.62,19.62,Rabi_Potato_Boro
2021-12-30,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,25.95,12.06,49.5,22.3,3,1.479,-0.941,3,Potato,19.62,19.62,Rabi_Potato_Boro
2021-12-31,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,26.79,12.85,47.1,23.57,2,0.613,-1.06,4,Potato,19.62,19.62,Rabi_Potato_Boro
2022-01-01,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,24.37,12.69,43.2,21.01,5,1.912,-1.137,5,Potato,19.62,19.62,Rabi_Potato_Boro
2022-01-02,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,25.26,12.04,43.8,23.26,6,0.711,-1.051,6,Potato,19.62,19.62,Rabi_Potato_Boro
2022-01-03,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,24.07,12.22,43.5,21.15,8,1.475,-0.993,7,Potato,0.0,19.62,Rabi_Potato_Boro
2022-01-04,Gangetic_New_Alluvial_Zone,Purba_Bardhaman,23.25,87.85,0.0,26.7,9.27,44.8,23.06,6,0.622,-1.047,8,Potato,0.0,19.62,Rabi_Potato_Boro
