model_district,block_lgd_code,gp_lgd_code,gp_name,centroid_lat,centroid_lon,elevation_m
Birbhum_Suri,2266,108774,Sahapur,23.78185,87.4901,67.0
Birbhum_Suri,2267,108784,Babuijore,23.83773,87.17902,113.0
Birbhum_Suri,2267,108785,Barrah,23.78322,87.18354,94.0
Birbhum_Suri,2267,108786,Hazratpur,23.77463,87.21662,89.0
Birbhum_Suri,2267,108787,Kendgore,23.75172,87.26643,78.0
Birbhum_Suri,2267,108788,Khoyrasole,23.78958,87.27673,93.0
Birbhum_Suri,2267,108789,Lokepur,23.87125,87.26914,104.0
Birbhum_Suri,2267,108790,Nakrakonda,23.81152,87.23412,94.0
Birbhum_Suri,2267,108791,Panchra,23.75533,87.32392,76.0
Birbhum_Suri,2267,108792,Parsundi,23.77867,87.14249,99.0
Birbhum_Suri,2267,108793,Rupuspur,23.83401,87.28798,99.0
Cooch_Behar,2179,108979,Boxiganj,26.3433,88.83375,69.0
Cooch_Behar,2179,108980,Dakshin Bara Haldibari,26.31582,88.79021,71.0
Cooch_Behar,2179,108981,Dewanganj,26.30189,88.83611,66.0
Cooch_Behar,2179,108982,Hemkumari,26.2671,88.83771,63.0
Cooch_Behar,2179,108983,Per-Mekhliganj,26.30914,88.87595,68.0
Cooch_Behar,2179,108984,Uttar Bara Haldibari,26.35615,88.7978,72.0
Cooch_Behar,2180,108940,Falmari,26.25571,88.96612,62.0
Cooch_Behar,2180,109005,Bagdogra-Fulkadabri,26.32793,88.96389,64.0
Cooch_Behar,2180,109006,Bhotbari,26.40651,88.9016,68.0
Cooch_Behar,2180,109007,Changrabandha,26.44677,88.93551,71.0
Cooch_Behar,2180,109008,Jamaldaha,26.43893,89.02274,66.0
Cooch_Behar,2180,109009,Kuchlibari,26.27778,89.00624,57.0
Cooch_Behar,2180,109010,Niztarof,26.37059,88.88181,71.0
Cooch_Behar,2180,109011,Ranirhat,26.50282,88.99218,70.0
Cooch_Behar,2180,109012,Uchalpukuri,26.489,88.99474,72.0
Cooch_Behar,2181,108995,Bairagirhat,26.37502,89.11853,55.0
Cooch_Behar,2181,108996,Gopalpur,26.43316,89.07027,63.0
Cooch_Behar,2181,108997,Hazrahat-I,26.42769,89.1809,56.0
Cooch_Behar,2181,108998,Hazrahat-Ii,26.37566,89.18635,53.0
Cooch_Behar,2181,108999,Jorpatki,26.27762,89.22958,50.0
Cooch_Behar,2181,109000,Kedarhat,26.46701,89.10491,60.0
Cooch_Behar,2181,109001,Kursamari,26.30888,89.16281,53.0
Cooch_Behar,2181,109002,Nayarhat,26.42048,89.13416,57.0
Cooch_Behar,2181,109003,Pachagarh,26.32655,89.20972,51.0
Cooch_Behar,2181,109004,Shikarpur,26.34685,89.14388,57.0
Cooch_Behar,2182,108985,Angarkata-Pardubi,26.36433,89.23618,50.0
Cooch_Behar,2182,108986,Barasoulmari,26.48952,89.17242,59.0
Cooch_Behar,2182,108987,Fulbari,26.50755,89.09755,65.0
Cooch_Behar,2182,108988,Ghoksardanga,26.42991,89.28813,55.0
Cooch_Behar,2182,108989,Latapota,26.46758,89.26378,56.0
Cooch_Behar,2182,108990,Nishiganj-I,26.3046,89.2734,47.0
Cooch_Behar,2182,108991,Nishiganj-Ii,26.32912,89.29883,49.0
Cooch_Behar,2182,108992,Premerdanga,26.35758,89.31806,49.0
Cooch_Behar,2182,108993,Ruidanga,26.44129,89.22062,57.0
Cooch_Behar,2182,108994,Unishbisha,26.3901,89.27589,53.0
Cooch_Behar,2183,108936,Chandamari,26.24282,89.31987,47.0
Cooch_Behar,2183,108937,Chilkirhat,26.26476,89.37059,44.0
Cooch_Behar,2183,108938,Dauaguri,26.30559,89.52141,45.0
Cooch_Behar,2183,108939,Deoanhat,26.24256,89.48358,41.0
Cooch_Behar,2183,108941,Ghughumari,26.28417,89.40581,43.0
Cooch_Behar,2183,108942,Guriahati-I,26.31389,89.47666,46.0
Cooch_Behar,2183,108943,Guriahati-Ii,26.29548,89.45317,43.0
Cooch_Behar,2183,108944,Haribhanga,26.2366,89.43034,38.0
Cooch_Behar,2183,108945,Jiranpur,26.23157,89.52464,40.0
Cooch_Behar,2183,108946,Moyamari,26.31575,89.37025,45.0
Cooch_Behar,2183,108947,Panisala,26.27418,89.5025,40.0
Cooch_Behar,2183,108948,Patchhara,26.21214,89.38459,44.0
Cooch_Behar,2183,108949,Putimari-Fuleswari,26.20327,89.32645,43.0
Cooch_Behar,2183,108950,Sutkabari,26.28427,89.40373,44.0
Cooch_Behar,2184,108923,Ambari,26.42311,89.52174,47.0
Cooch_Behar,2184,108924,Baneswar,26.39564,89.49528,44.0
Cooch_Behar,2184,108925,Bararangras,26.44453,89.41416,53.0
Cooch_Behar,2184,108926,Chakchaka,26.3575,89.4644,44.0
Cooch_Behar,2184,108927,Dhangdhinguri,26.38165,89.42625,49.0
Cooch_Behar,2184,108928,Gopalpur,26.41406,89.4561,48.0
Cooch_Behar,2184,108929,Khagrabari,26.35414,89.44802,46.0
Cooch_Behar,2184,108930,Khapaidanga,26.35422,89.52769,49.0
Cooch_Behar,2184,108931,Madhupur,26.3682,89.36543,48.0
Cooch_Behar,2184,108932,Marichbari-Kholta,26.461,89.49117,47.0
Cooch_Behar,2184,108933,Patlakhawa,26.4654,89.33807,58.0
Cooch_Behar,2184,108934,Pundibari,26.41421,89.34709,56.0
Cooch_Behar,2184,108935,Takagachh-Rajarhat,26.33735,89.41327,47.0
Cooch_Behar,2185,109026,Andaran-Fulbari-I,26.31551,89.63581,39.0
Cooch_Behar,2185,109027,Andaran-Fulbari-Ii,26.33571,89.6383,39.0
Cooch_Behar,2185,109028,Balabhut,26.19782,89.70127,27.0
Cooch_Behar,2185,109029,Balarampur-I,26.24739,89.53637,40.0
Cooch_Behar,2185,109031,Chilkhana-I,26.30572,89.59284,41.0
Cooch_Behar,2185,109032,Chilkhana-Ii,26.30477,89.62024,40.0
Cooch_Behar,2185,109033,Deocharai,26.25582,89.63562,37.0
Cooch_Behar,2185,109034,Dhalpal-I,26.40598,89.6565,43.0
Cooch_Behar,2185,109035,Dhalpal-Ii,26.36972,89.6367,41.0
Cooch_Behar,2185,109036,Maruganj,26.31592,89.56591,39.0
Cooch_Behar,2185,109037,Nakkatigachh,26.27083,89.66999,35.0
Cooch_Behar,2185,109038,Natabari-I,26.39878,89.57912,43.0
Cooch_Behar,2185,109039,Natabari-Ii,26.36712,89.58846,45.0
Cooch_Behar,2186,109040,Barokodali-I,26.31768,89.70561,36.0
Cooch_Behar,2186,109041,Barokodali-Ii,26.27071,89.70519,34.0
Cooch_Behar,2186,109042,Bhanukumari-I,26.3403,89.78043,39.0
Cooch_Behar,2186,109043,Bhanukumari-Ii,26.32978,89.73901,37.0
Cooch_Behar,2186,109044,Falimari,26.38847,89.81917,43.0
Cooch_Behar,2186,109045,Mahiskhuchi-Ii,26.41155,89.74227,46.0
Cooch_Behar,2186,109046,Mahiskuchi-I,26.37883,89.76706,39.0
Cooch_Behar,2186,109047,Rampur-I,26.45846,89.8445,50.0
Cooch_Behar,2186,109048,Rampur-Ii,26.43476,89.78015,46.0
Cooch_Behar,2186,109049,Salbari-I,26.38371,89.68806,46.0
Cooch_Behar,2186,109050,Salbari-Ii,26.3847,89.71346,46.0
Cooch_Behar,2187,108951,Bara Atiabari-I,26.0869,89.48061,36.0
Cooch_Behar,2187,108952,Bara Atiabari-Ii,26.12695,89.44661,38.0
Cooch_Behar,2187,108953,Bara Soulmari,26.08881,89.43192,35.0
Cooch_Behar,2187,108954,Bhetaguri-I,26.20153,89.50035,40.0
Cooch_Behar,2187,108955,Bhetaguri-Ii,26.20614,89.46663,41.0
Cooch_Behar,2187,108956,Dinhata Vill-I,26.12892,89.47423,39.0
Cooch_Behar,2187,108957,Dinhata Vill-Ii,26.12289,89.49459,36.0
Cooch_Behar,2187,108958,Gitaldaha-I,26.02271,89.49368,35.0
Cooch_Behar,2187,108959,Gitaldaha-Ii,26.02165,89.45736,35.0
Cooch_Behar,2187,108960,Gosanimari-I,26.15665,89.37227,39.0
Cooch_Behar,2187,108961,Gosanimari-Ii,26.16383,89.34344,41.0
Cooch_Behar,2187,108962,Matalhat,26.16992,89.42351,37.0
Cooch_Behar,2187,108963,Okrabari,26.06089,89.45866,36.0
Cooch_Behar,2187,108964,Petla,26.12671,89.40804,37.0
Cooch_Behar,2187,108965,Putimari-I,26.16604,89.48197,39.0
Cooch_Behar,2187,108966,Putimari-Ii,26.15201,89.45072,42.0
Cooch_Behar,2188,108967,Bamanhat-I,26.0758,89.5816,39.0
Cooch_Behar,2188,108968,Bamanhat-Ii,26.08004,89.62151,33.0
Cooch_Behar,2188,108969,Barasakdal,26.12486,89.54259,37.0
Cooch_Behar,2188,108970,Burirhat-I,26.19012,89.53528,39.0
Cooch_Behar,2188,108971,Burirhat-Ii,26.16278,89.54485,35.0
Cooch_Behar,2188,108972,Chowdhurihat,26.03469,89.57009,33.0
Cooch_Behar,2188,108973,Gobra Chhara Nayarhat,26.04711,89.52201,33.0
Cooch_Behar,2188,108974,Kishamat Dasgram,26.0887,89.53079,34.0
Cooch_Behar,2188,108975,Najirhat-I,26.18148,89.58128,36.0
Cooch_Behar,2188,108976,Nijirhat-Ii,26.19654,89.61915,36.0
Cooch_Behar,2188,108977,Sahebganj,26.12435,89.58874,36.0
Cooch_Behar,2188,108978,Sukarukuthi,25.99138,89.55907,34.0
Cooch_Behar,2188,109020,Chhotosalbari,26.19209,89.60971,36.0
Cooch_Behar,2189,109013,Adabari,26.12709,89.31104,44.0
Cooch_Behar,2189,109014,Brahmottar-Chatra,26.09448,89.36547,37.0
Cooch_Behar,2189,109015,Chamta,26.03766,89.3642,35.0
Cooch_Behar,2189,109016,Sitai-I,26.06118,89.31712,40.0
Cooch_Behar,2189,109017,Sitai-Ii,26.07593,89.28159,42.0
Cooch_Behar,2190,109018,Barokaimari,26.24059,89.19681,45.0
Cooch_Behar,2190,109019,Bhawerthana,26.23394,89.26263,47.0
Cooch_Behar,2190,109021,Golenowhati,26.14424,89.17949,46.0
Cooch_Behar,2190,109022,Gosairhat,26.21001,89.19628,49.0
Cooch_Behar,2190,109023,Khalisamari,26.27197,89.14763,54.0
Cooch_Behar,2190,109024,Lalbazar,26.1189,89.26877,43.0
Cooch_Behar,2190,109025,Sitalkuchi,26.19692,89.1512,49.0
Hooghly,2338,109420,Bali,22.80775,87.7546,13.0
Hooghly,2338,109421,Bhadur,22.91891,87.7441,16.0
Hooghly,2338,109422,Goghat,22.87426,87.69879,19.0
Hooghly,2338,109423,Kumarsa,22.86267,87.75286,23.0
Hooghly,2338,109424,Nakunda,22.81266,87.69183,11.0
Hooghly,2338,109425,Raghubati,22.93428,87.70931,29.0
Hooghly,2338,109426,Saora,22.82035,87.73078,11.0
Hooghly,2339,109427,Badanganj-Falui-I,22.88592,87.54906,47.0
Hooghly,2339,109428,Badanganj-Falui-Ii,22.89922,87.52826,39.0
Hooghly,2339,109429,Bengai,22.95794,87.67103,30.0
Hooghly,2339,109430,Hazipur,22.82319,87.65067,20.0
Hooghly,2339,109431,Kamarpukur,22.91006,87.65027,23.0
Hooghly,2339,109432,Kumarganj,22.9882,87.70893,25.0
Hooghly,2339,109433,Mandaran,22.8624,87.65447,16.0
Hooghly,2339,109434,Paschimpara,22.86006,87.59214,27.0
Hooghly,2339,109435,Shyambazar,22.88457,87.59021,21.0
Hooghly,2340,109346,Arandi-I,22.79699,87.87073,16.0
Hooghly,2340,109347,Arandi-Ii,22.79532,87.9004,17.0
Hooghly,2340,109348,Batanal,22.91765,87.86495,19.0
Hooghly,2340,109349,Gourhati-I,22.79348,87.82606,14.0
Hooghly,2340,109350,Gourhati-Ii,22.77289,87.80807,13.0
Hooghly,2340,109351,Harinkhola-I,22.86001,87.88783,15.0
Hooghly,2340,109352,Harinkhola-Ii,22.83427,87.88315,13.0
Hooghly,2340,109353,Madhabpur,22.82925,87.83667,17.0
Hooghly,2340,109354,Malaypur-I,22.92128,87.90765,15.0
Hooghly,2340,109355,Malaypur-Ii,22.88619,87.90418,13.0
Hooghly,2340,109356,Mayapur-I,22.86378,87.85548,16.0
Hooghly,2340,109357,Mayapur-Ii,22.87405,87.82661,17.0
Hooghly,2340,109358,Salepur-I,22.81939,87.78894,20.0
Hooghly,2340,109359,Salepur-Ii,22.78027,87.77113,13.0
Hooghly,2340,109360,Tirole,22.93461,87.80103,17.0
Hooghly,2341,109513,Bhangamora,22.92838,87.95717,20.0
Hooghly,2341,109514,Chiladangi,22.803,87.9451,11.0
Hooghly,2341,109515,Dihibadpur,22.87645,87.94003,15.0
Hooghly,2341,109516,Kelepara,22.89804,87.93213,16.0
Hooghly,2341,109517,Pursurah-I,22.84982,87.95603,14.0
Hooghly,2341,109518,Pursurah-Ii,22.84225,87.93158,19.0
Hooghly,2341,109519,Shyampur,22.78312,87.94877,13.0
Hooghly,2341,109520,Sreerampur,22.82372,87.93195,15.0
Hooghly,2342,109543,Ashtaradattapur,22.8374,88.01436,11.0
Hooghly,2342,109544,Baligori-I,22.88012,88.04358,18.0
Hooghly,2342,109545,Baligori-Ii,22.88762,88.06539,17.0
Hooghly,2342,109546,Bhanjipur,22.89742,88.01837,11.0
Hooghly,2342,109547,Champadanga,22.82198,87.97778,14.0
Hooghly,2342,109548,Kesabchak,22.88479,87.97266,13.0
Hooghly,2342,109549,Naitamalpaharpur,22.81008,88.00715,11.0
Hooghly,2342,109550,Purbaramnagar,22.85227,88.03152,11.0
Hooghly,2342,109551,Santoshpur,22.88841,87.99625,15.0
Hooghly,2342,109552,Talpur,22.86049,87.98045,15.0
Hooghly,2343,109402,Belmuri,22.94558,88.13734,15.0
Hooghly,2343,109403,Bhandarhati-I,22.91861,88.09616,17.0
Hooghly,2343,109404,Bhandarhati-Ii,22.92412,88.06987,17.0
Hooghly,2343,109405,Bhastara,23.04647,88.1468,20.0
Hooghly,2343,109406,Dashghara-I,22.95363,88.04853,16.0
Hooghly,2343,109407,Dashghara-Ii,22.97249,88.03162,21.0
Hooghly,2343,109408,Dhanekhali-I,22.97613,88.10425,15.0
Hooghly,2343,109409,Dhanekhali-Ii,22.97537,88.12348,15.0
Hooghly,2343,109410,Gopinathpur-I,22.93747,87.99554,14.0
Hooghly,2343,109411,Gopinathpur-Ii,22.93569,87.97988,15.0
Hooghly,2343,109412,Gudubari-I,23.02717,88.05967,20.0
Hooghly,2343,109413,Gudubari-Ii,23.00993,88.07357,17.0
Hooghly,2343,109414,Gurap,23.02434,88.11247,19.0
Hooghly,2343,109415,Khajudahamilki,22.999,88.16042,16.0
Hooghly,2343,109416,Mandra,22.91,88.13622,11.0
Hooghly,2343,109417,Perambuasahabazar,22.92884,88.0234,15.0
Hooghly,2343,109418,Somaspur-I,22.96067,88.09035,19.0
Hooghly,2343,109419,Somaspur-Ii,22.9657,88.0725,21.0
Hooghly,2344,109485,Bantikabainchi,23.11781,88.21929,22.0
Hooghly,2344,109486,Beloondhamasin,23.0378,88.26863,11.0
Hooghly,2344,109487,Berelakonchmali,23.1327,88.17754,18.0
Hooghly,2344,109488,Haraldaspur,23.0803,88.17555,16.0
Hooghly,2344,109489,Itachunakhanyan,23.03725,88.31444,13.0
Hooghly,2344,109490,Jamna,23.14469,88.2216,17.0
Hooghly,2344,109491,Jamnagarmondalaii,23.10641,88.30365,13.0
Hooghly,2344,109492,Jayerdwarbasini,23.01195,88.22742,16.0
Hooghly,2344,109493,Kshirkundi-Namajgram-Niyasa,23.06512,88.28464,14.0
Hooghly,2344,109494,Lchhobadaspur,23.10172,88.33722,9.0
Hooghly,2344,109495,Panchagara-Toregram,23.11849,88.26414,13.0
Hooghly,2344,109496,Pandua,23.07602,88.2802,18.0
Hooghly,2344,109497,Rameswarpur-Gopalnagar,23.04173,88.20456,16.0
Hooghly,2344,109498,Sarai-Tinna,23.09081,88.26944,18.0
Hooghly,2344,109499,Shikhirachanpta,23.06309,88.34836,12.0
Hooghly,2344,109500,Simlagarhvitasin,23.08145,88.22412,20.0
Hooghly,2345,109361,Bakliadhobapara,23.15811,88.38941,14.0
Hooghly,2345,109362,Charkrishnabati,23.20051,88.45113,7.0
Hooghly,2345,109363,Dumurdahanityanandapur-I,23.04496,88.42704,10.0
Hooghly,2345,109364,Dumurdahanityanandapur-Ii,23.03479,88.40398,13.0
Hooghly,2345,109365,Ektarpur,23.10548,88.39341,17.0
Hooghly,2345,109366,Guptipara-I,23.19584,88.41678,14.0
Hooghly,2345,109367,Guptipara-Ii,23.18722,88.43347,10.0
Hooghly,2345,109368,Jirat,23.09395,88.45754,15.0
Hooghly,2345,109369,Mohipalpur,23.07744,88.37714,8.0
Hooghly,2345,109370,Sijakamalpur,23.07041,88.44252,9.0
Hooghly,2345,109371,Somra-I,23.1572,88.43057,14.0
Hooghly,2345,109372,Somra-Ii,23.12851,88.42598,8.0
Hooghly,2345,109373,Sripur-Balagarh,23.11686,88.46351,17.0
Hooghly,2346,109392,Bandel,22.93428,88.39608,17.0
Hooghly,2346,109393,Chandrahati-I,23.01208,88.39893,8.0
Hooghly,2346,109394,Chandrahati-Ii,22.99613,88.3998,12.0
Hooghly,2346,109395,Debanandapur,22.93505,88.37112,14.0
Hooghly,2346,109396,Digsuihoyera,23.02726,88.36189,14.0
Hooghly,2346,109397,Kodalia-I,22.88288,88.39057,16.0
Hooghly,2346,109398,Kodalia-Ii,22.90803,88.37365,15.0
Hooghly,2346,109399,Mogra-I,22.99745,88.36674,11.0
Hooghly,2346,109400,Mogra-Ii,22.98036,88.37801,14.0
Hooghly,2346,109401,Saptagram,22.95912,88.38345,14.0
Hooghly,2347,109501,Akhna,22.98836,88.33156,11.0
Hooghly,2347,109502,Amnan,22.90422,88.2876,7.0
Hooghly,2347,109503,Babnan,22.91005,88.2034,11.0
Hooghly,2347,109504,Dadpur,22.95384,88.19231,19.0
Hooghly,2347,109505,Goswamimalipara,22.94989,88.2459,15.0
Hooghly,2347,109506,Harit,22.90151,88.24476,13.0
Hooghly,2347,109507,Mahanad,22.99462,88.27439,13.0
Hooghly,2347,109508,Makalpur,22.91718,88.17098,12.0
Hooghly,2347,109509,Polba,22.95378,88.29429,8.0
Hooghly,2347,109510,Rajhat,22.94754,88.34093,14.0
Hooghly,2347,109511,Satithan,22.98119,88.2102,17.0
Hooghly,2347,109512,Sugandha,22.9012,88.32742,12.0
Hooghly,2348,109436,Haripalashutosh,22.83235,88.11405,17.0
Hooghly,2348,109437,Alipurkashipur,22.88578,88.09896,14.0
Hooghly,2348,109438,Bandipur,22.85897,88.14405,9.0
Hooghly,2348,109439,Chandanpur,22.87707,88.19062,5.0
Hooghly,2348,109440,Dwarhatta,22.80232,88.07591,14.0
Hooghly,2348,109441,Haripur Kinkarbati,22.85352,88.1779,11.0
Hooghly,2348,109442,Haripalsahadev,22.80405,88.11138,7.0
Hooghly,2348,109443,Jejur,22.87808,88.12755,17.0
Hooghly,2348,109444,Kaikala,22.84491,88.09553,15.0
Hooghly,2348,109445,Nalikulpaschim,22.83143,88.15199,10.0
Hooghly,2348,109446,Nalikulpurba,22.82384,88.17683,17.0
Hooghly,2348,109447,Narayanpurbahirkhanda,22.84677,88.07105,11.0
Hooghly,2348,109448,Paschimgopinathpur,22.80612,88.04514,15.0
Hooghly,2348,109449,Pyantra,22.79951,88.14473,13.0
Hooghly,2348,109450,Sripatipurilipur,22.78574,88.17011,7.0
Hooghly,2349,109521,Anandanagar,22.84939,88.26337,16.0
Hooghly,2349,109522,Bagdangachinamore,22.83424,88.29272,15.0
Hooghly,2349,109523,Bainchipota,22.86604,88.29108,12.0
Hooghly,2349,109524,Balarambati,22.80802,88.20318,10.0
Hooghly,2349,109525,Baruiparapaltagarh,22.78145,88.2442,11.0
Hooghly,2349,109526,Basubati,22.78804,88.1969,9.0
Hooghly,2349,109527,Beraberi,22.85823,88.21044,9.0
Hooghly,2349,109528,Bighati,22.82519,88.31326,13.0
Hooghly,2349,109529,Bora,22.751,88.28964,4.0
Hooghly,2349,109530,Boraipahalampur,22.77714,88.2659,12.0
Hooghly,2349,109531,Gopalnagar,22.858,88.24067,11.0
Hooghly,2349,109532,Kamarkundugopalnagardaluigachha,22.83245,88.20499,13.0
Hooghly,2349,109533,Mirzapurbankipur,22.77866,88.22171,14.0
Hooghly,2349,109534,Nasibpur,22.80454,88.27163,8.0
Hooghly,2349,109536,Singur-Ii,22.82144,88.24619,10.0
Hooghly,2350,109537,Kanaipur,22.69834,88.32072,9.0
Hooghly,2350,109538,Nabagram,22.703,88.33286,7.0
Hooghly,2350,109539,Payarapur,22.77138,88.30433,5.0
Hooghly,2350,109540,Raghunathpur,22.67586,88.31555,7.0
Hooghly,2350,109541,Rajyadharpur,22.7402,88.31685,7.0
Hooghly,2350,109542,Rishra,22.72083,88.30582,6.0
Hooghly,2351,109374,Ainya,22.72483,88.16307,4.0
Hooghly,2351,109375,Bhagabatipur,22.68142,88.18917,4.0
Hooghly,2351,109376,Gangadharpur,22.75421,88.22315,12.0
Hooghly,2351,109377,Haripur,22.6995,88.16286,8.0
Hooghly,2351,109378,Krishnarampur,22.73188,88.21159,14.0
Hooghly,2351,109379,Kumirmore,22.6885,88.21905,7.0
Hooghly,2351,109380,Masat,22.75166,88.19058,8.0
Hooghly,2351,109381,Nababpur,22.71242,88.19771,8.0
Hooghly,2351,109382,Shiyakhala,22.75908,88.16674,7.0
Hooghly,2352,109383,Baksa,22.72755,88.23313,8.0
Hooghly,2352,109384,Barijhati,22.68267,88.25668,3.0
Hooghly,2352,109385,Begumpur,22.74023,88.25,11.0
Hooghly,2352,109386,Chanditala,22.69702,88.24537,5.0
Hooghly,2352,109387,Garalgachha,22.6738,88.26962,9.0
Hooghly,2352,109388,Janai,22.71364,88.23741,9.0
Hooghly,2352,109389,Kapasaria,22.75495,88.25745,15.0
Hooghly,2352,109390,Naiti,22.71493,88.2664,12.0
Hooghly,2352,109391,Panchghora,22.73536,88.27341,5.0
Hooghly,2353,109451,Antpur,22.77017,88.03671,7.0
Hooghly,2353,109452,Dilakash,22.7106,88.03935,11.0
Hooghly,2353,109453,Furfura,22.75346,88.13084,13.0
Hooghly,2353,109454,Jangipara,22.73868,88.06316,17.0
Hooghly,2353,109455,Kotalpur,22.7121,88.08974,9.0
Hooghly,2353,109456,Mundalika,22.70495,88.12708,7.0
Hooghly,2353,109457,Radhanagar,22.76414,88.08822,9.0
Hooghly,2353,109458,Rajbalhat-I,22.78724,87.99456,9.0
Hooghly,2353,109459,Rajbalhat-Ii,22.75276,88.01758,14.0
Hooghly,2353,109460,Rasidpur,22.71675,88.00894,9.0
Hooghly,2354,109461,Arunda,22.70714,87.91246,11.0
Hooghly,2354,109462,Balipur,22.7449,87.93476,12.0
Hooghly,2354,109463,Ghoshpur,22.73688,87.78644,13.0
Hooghly,2354,109464,Khanakul-I,22.70196,87.85698,8.0
Hooghly,2354,109465,Khanakul-Ii,22.71739,87.84066,10.0
Hooghly,2354,109466,Kishorepur-I,22.74774,87.75495,11.0
Hooghly,2354,109467,Kishorepur-Ii,22.76227,87.77057,15.0
Hooghly,2354,109468,Pole-I,22.73401,87.81975,8.0
Hooghly,2354,109469,Pole-Ii,22.75606,87.84965,10.0
Hooghly,2354,109470,Rammohan-I,22.72939,87.88257,11.0
Hooghly,2354,109471,Rammohan-Ii,22.75511,87.89026,13.0
Hooghly,2354,109472,Tantisal,22.75597,87.91573,11.0
Hooghly,2354,109473,Thakuranichak,22.7024,87.78739,11.0
Hooghly,2355,109474,Chingra,22.68138,87.90341,9.0
Hooghly,2355,109475,Dhanyagori,22.66559,87.79594,11.0
Hooghly,2355,109476,Jagatpur,22.63912,87.82919,9.0
Hooghly,2355,109477,Marokhana,22.61793,87.8538,8.0
Hooghly,2355,109478,Natibpur-I,22.67254,87.87152,7.0
Hooghly,2355,109479,Natibpur-Ii,22.65251,87.89048,9.0
Hooghly,2355,109480,Palashpai-I,22.64593,87.91461,8.0
Hooghly,2355,109481,Palashpai-Ii,22.62385,87.88916,9.0
Hooghly,2355,109482,Rajhati-I,22.67835,87.82109,7.0
Hooghly,2355,109483,Rajhati-Ii,22.66915,87.8484,11.0
Hooghly,2355,109484,Sabalsinghapur,22.64439,87.86753,8.0
Jalpaiguri,2166,109844,Binnaguri,26.63364,88.49891,104.0
Jalpaiguri,2166,109849,Kukurjan,26.48236,88.57864,83.0
Jalpaiguri,2166,109850,Majhiali,26.59319,88.49008,102.0
Jalpaiguri,2166,109851,Mantadari,26.68119,88.5441,119.0
Jalpaiguri,2166,109852,Panikauri,26.59756,88.5402,95.0
Jalpaiguri,2166,109854,Sikarpur,26.62683,88.568,101.0
Jalpaiguri,2167,109806,Bagrakot,26.85093,88.5547,148.0
Jalpaiguri,2167,109809,Damdim,26.84614,88.67448,151.0
Jalpaiguri,2167,109811,Kumlai,26.76649,88.73246,108.0
Jalpaiguri,2167,109814,Odlabari,26.86146,88.62218,157.0
Jalpaiguri,2167,109816,Rangamati,26.89401,88.70424,229.0
Jalpaiguri,2167,109817,Tesimala,26.8238,88.73481,120.0
Jalpaiguri,2168,109818,Bidhannagar,26.86152,88.76227,142.0
Jalpaiguri,2168,109819,Indong-Matiali,26.93126,88.80289,257.0
Jalpaiguri,2168,109820,Matiali Hat,26.96292,88.81603,372.0
Jalpaiguri,2168,109821,Matiali-Batabari-I,26.87979,88.79665,178.0
Jalpaiguri,2168,109822,Matiali-Batabari-Ii,26.77613,88.78754,135.0
Jalpaiguri,2169,109839,Angrabhasa-I,26.79655,88.93425,126.0
Jalpaiguri,2169,109840,Angrabhasa-Ii,26.74035,88.91622,106.0
Jalpaiguri,2169,109841,Champaguri,26.94361,88.91644,351.0
Jalpaiguri,2169,109842,Luksan,26.86111,88.96661,169.0
Jalpaiguri,2169,109843,Sulkapara,26.84005,88.86795,142.0
Jalpaiguri,2176,109734,Barogharia,26.54882,89.00406,73.0
Jalpaiguri,2176,109737,Gadhearkuthi,26.61928,88.92253,85.0
Jalpaiguri,2176,109738,Godong-I,26.5703,89.05922,73.0
Jalpaiguri,2176,109739,Godong-Ii,26.55195,89.09316,70.0
Jalpaiguri,2176,109740,Jharaltagram-I,26.65477,88.91892,90.0
Jalpaiguri,2176,109741,Jharaltagram-Ii,26.66553,88.97309,90.0
Jalpaiguri,2176,109742,Magurmari-I,26.61781,88.9842,81.0
Jalpaiguri,2176,109743,Magurmari-Ii,26.58098,88.94926,84.0
Jalpaiguri,2176,109745,Sakoyajhora-Ii,26.61445,89.03101,81.0
Jalpaiguri,2177,109823,Amguri,26.62278,88.84999,88.0
Jalpaiguri,2177,109824,Barnis,26.53152,88.78124,84.0
Jalpaiguri,2177,109825,Churabhandar,26.55121,88.89814,81.0
Jalpaiguri,2177,109826,Dharmapur,26.4707,88.7871,76.0
Jalpaiguri,2177,109827,Domohoni-I,26.59275,88.77453,86.0
Jalpaiguri,2177,109828,Domohoni-Ii,26.6224,88.78651,84.0
Jalpaiguri,2177,109829,Khagrabari-I,26.58829,88.83881,85.0
Jalpaiguri,2177,109830,Khagrabari-Ii,26.5614,88.86138,86.0
Jalpaiguri,2177,109831,Madhabdanga-I,26.53312,88.82929,81.0
Jalpaiguri,2177,109832,Madhabdanga-Ii,26.49638,88.83957,78.0
Jalpaiguri,2177,109833,Maynaguri,26.59026,88.80052,86.0
Jalpaiguri,2177,109834,Padamoti-I,26.45859,88.87085,70.0
Jalpaiguri,2177,109835,Padamoti-Ii,26.41761,88.86168,74.0
Jalpaiguri,2177,109836,Ramshai,26.70513,88.82898,98.0
Jalpaiguri,2177,109837,Saptibari-I,26.52684,88.9481,78.0
Jalpaiguri,2177,109838,Saptibari-Ii,26.47508,88.93109,76.0
Jalpaiguri,2178,109761,Bahadur,26.50604,88.60637,89.0
