Village_LGD_Code,Village_Name,District,Block,Num_GP_Codes,GP_LGD_Codes,GP_Names,Survey_Geometry_Count,Duplication_Category
316437,Margram,Birbhum,Rampurhat - II,3,108895; 108896; 108897,Margram-I; Margram-Ii; Sahapur,1,B: Single SOI Geometry to Multiple GPs
317119,Karidhya (Ct),Birbhum,Suri - I,2,108912; 108916,Karidhya; Tilpara,1,B: Single SOI Geometry to Multiple GPs
317133,Bhagabanbati,Birbhum,Suri - II,2,108919; 108920,Domdama; Kendua,1,B: Single SOI Geometry to Multiple GPs
317229,Laliapur,Birbhum,Sainthia,2,108902; 108905,Deriapur; Horisara,1,B: Single SOI Geometry to Multiple GPs
317737,Nawada Palandi,Birbhum,Nanoor,2,108869; 108873,Jalundi; Thupsara,1,B: Single SOI Geometry to Multiple GPs
318540,Hindusthan Cables Town (Ct),Paschim Bardhaman,Salanpur,2,108750; 108753,Jitpur-Uttarrampur; Rupnarayanpur,1,B: Single SOI Geometry to Multiple GPs
318620,Jote Janaki,Paschim Bardhaman,Jamuria,2,108575; 108577,Kenda; Parasia,1,B: Single SOI Geometry to Multiple GPs
318640,Kenda (Ct),Paschim Bardhaman,Jamuria,2,108573; 108575,Dobrana; Kenda,1,B: Single SOI Geometry to Multiple GPs
318641,Parasia (Ct),Paschim Bardhaman,Jamuria,3,108573; 108575; 108577,Dobrana; Kenda; Parasia,1,B: Single SOI Geometry to Multiple GPs
318642,Kendra Khottamdi (Ct) (Part),Paschim Bardhaman,Jamuria,2,108704; 108578,Kendra; Shyamla,1,B: Single SOI Geometry to Multiple GPs
318683,Chak Bankola (Ct) (Part),Paschim Bardhaman,Andal,3,108702; 108705; 108699,Chhora; Nabagram; Ukhra,1,B: Single SOI Geometry to Multiple GPs
318695,Banbahal,Paschim Bardhaman,Pandabeswar,2,108702; 108703,Chhora; Haripura,1,B: Single SOI Geometry to Multiple GPs
318719,Chhora (Ct),Paschim Bardhaman,Pandabeswar,2,108702; 108703,Chhora; Haripura,1,B: Single SOI Geometry to Multiple GPs
319067,Taldanga,Purba Bardhaman,Mangolkote,2,108653; 108657,Lakhuria; Paligram,1,B: Single SOI Geometry to Multiple GPs
319097,Mangalkot,Purba Bardhaman,Mangolkote,2,108648; 108655,Jhilu-I; Mongalkot,1,B: Single SOI Geometry to Multiple GPs
319258,Nabagram,Purba Bardhaman,Ketugram - II,2,108620; 108624,Billeswar; Nabagram,1,B: Single SOI Geometry to Multiple GPs
319767,Orgram,Purba Bardhaman,Bhatar,2,108511; 108514,Mahata; Sahebganj-Ii,1,B: Single SOI Geometry to Multiple GPs
319791,Debpur,Purba Bardhaman,Bhatar,2,108509; 108511,Eruar; Mahata,1,B: Single SOI Geometry to Multiple GPs
319796,Kapshor,Purba Bardhaman,Bhatar,2,108503; 108507,Bamunara; Bhatar,1,B: Single SOI Geometry to Multiple GPs
319825,Usha,Purba Bardhaman,Bhatar,2,108507; 108512,Bhatar; Nityanandapur,1,B: Single SOI Geometry to Multiple GPs
319827,Balgana,Purba Bardhaman,Bhatar,2,108508; 108512,Bolgona; Nityanandapur,1,B: Single SOI Geometry to Multiple GPs
319987,Omarpur,Purba Bardhaman,Galsi - II,2,108549; 108554,Bhunri; Maszidpur,1,B: Single SOI Geometry to Multiple GPs
320011,Kishorkona,Purba Bardhaman,Galsi - II,2,108552; 108556,Khano; Satinandi,1,B: Single SOI Geometry to Multiple GPs
320012,Satinandi,Purba Bardhaman,Galsi - II,2,108552; 108556,Khano; Satinandi,1,B: Single SOI Geometry to Multiple GPs
320060,Kamnara,Purba Bardhaman,Burdwan - I,2,108519; 108523,Kshetia; Saraitikar,1,B: Single SOI Geometry to Multiple GPs
320061,Simdali,Purba Bardhaman,Burdwan - I,2,108516; 108519,Baghar-Ii; Kshetia,1,B: Single SOI Geometry to Multiple GPs
320167,Saktigar,Purba Bardhaman,Burdwan - II,2,108527; 108528,Barasul-I; Barasul-Ii,1,B: Single SOI Geometry to Multiple GPs
320643,Balarampur,Purba Bardhaman,Jamalpur,2,108560; 108562,Berugram; Jamalpur-I,1,B: Single SOI Geometry to Multiple GPs
320644,Kalera,Purba Bardhaman,Jamalpur,2,108562; 108563,Jamalpur-I; Jamalpur-Ii,1,B: Single SOI Geometry to Multiple GPs
321054,Uttar Krishnapur,Nadia,Karimpur - I,2,110833; 110835,Harekrishnapur; Jamasherpur,1,B: Single SOI Geometry to Multiple GPs
321106,Kechua Danga,Nadia,Karimpur - I,2,110834; 110840,Hogolberia; Shikarpur,1,B: Single SOI Geometry to Multiple GPs
321124,Karimpur (Ct),Nadia,Karimpur - I,2,110836; 110837,Karimpur-I; Karimpur-Ii,1,B: Single SOI Geometry to Multiple GPs
321126,Dogachhi,Nadia,Karimpur - II,2,110841; 110842,Dhoradaha-I; Dhoradaha-Ii,1,B: Single SOI Geometry to Multiple GPs
321140,Narayanpur,Nadia,Karimpur - II,2,110846; 110847,Narayanpur-I; Narayanpur-Ii,1,B: Single SOI Geometry to Multiple GPs
321255,Puthimari,Nadia,Tehatta - I,2,110940; 110941,Patharghata-I; Pathatghata-Ii,1,B: Single SOI Geometry to Multiple GPs
321296,Palasi,Nadia,Kaliganj,2,110830; 110831,Plassey-I; Plassey-Ii,1,B: Single SOI Geometry to Multiple GPs
321302,Erardanga,Nadia,Kaliganj,2,110824; 110830,Kaliganj; Plassey-I,1,B: Single SOI Geometry to Multiple GPs
321320,Chak Gobindapur,Nadia,Kaliganj,2,110826; 110827,Mira-I; Mira-Ii,1,B: Single SOI Geometry to Multiple GPs
321338,Gobra,Nadia,Kaliganj,2,110821; 110823,Gobra; Juranpur,1,B: Single SOI Geometry to Multiple GPs
321365,Rautara,Nadia,Kaliganj,2,110822; 110828,Hatgachha; Palitbegia,1,B: Single SOI Geometry to Multiple GPs
321401,Ghorai Khetra,Nadia,Kaliganj,2,110828; 110832,Palitbegia; Rajarmpur Ghoraikhetra,1,B: Single SOI Geometry to Multiple GPs
321418,Mira (Ct),Nadia,Kaliganj,2,110826; 110827,Mira-I; Mira-Ii,1,B: Single SOI Geometry to Multiple GPs
321419,Matiari (Ct),Nadia,Kaliganj,2,110820; 110825,Faridpur; Matiari,1,B: Single SOI Geometry to Multiple GPs
321504,Birpur,Nadia,Nakashipara,2,110890; 110891,Birpur-I; Birpur-Ii,1,B: Single SOI Geometry to Multiple GPs
321527,Jagadanandapur (Ct),Nadia,Nakashipara,2,110885; 110886,Bethuadahari-I; Bethuadahari-Ii,1,B: Single SOI Geometry to Multiple GPs
321630,Khajuri,Nadia,Krishnagar - II,2,110875; 110876,Sadhanpara-I; Sadhanpara-Ii,1,B: Single SOI Geometry to Multiple GPs
321654,Banagram,Nadia,Krishnagar - II,2,110871; 110872,Dhubulia-I; Dhubulia-Ii,1,B: Single SOI Geometry to Multiple GPs
321659,Sankarpur,Nadia,Nabadwip,2,110877; 110883,Bablari; Mayapur Bamanpukur-Ii,1,B: Single SOI Geometry to Multiple GPs
321674,Bankar Dhopadi,Nadia,Nabadwip,2,110880; 110881,Mahisura; Majdia Pansila,1,B: Single SOI Geometry to Multiple GPs
321675,Parmedia,Nadia,Nabadwip,2,110878; 110880,Charmajdia Charbrahmanagar; Mahisura,1,B: Single SOI Geometry to Multiple GPs
321676,Gadkhali,Nadia,Nabadwip,2,110878; 110880,Charmajdia Charbrahmanagar; Mahisura,1,B: Single SOI Geometry to Multiple GPs
321678,Mohisunra,Nadia,Nabadwip,2,110879; 110880,Fakirdanga Gholapara; Mahisura,1,B: Single SOI Geometry to Multiple GPs
321730,Krishnanagar (P),Nadia,Krishnagar - I,2,110861; 110866,Bhatjungla; Dogachi,2,A: Multiple SOI Geometries
321792,Shyam Nagar,Nadia,Krishnaganj,2,110852; 110853,Gobindapur; Joyghata,1,B: Single SOI Geometry to Multiple GPs
321836,Itabaria,Nadia,Hanskhali,2,110802; 110803,Dakshinpara-I; Dakshinpara-Ii,1,B: Single SOI Geometry to Multiple GPs
321868,Purba Khamar Simulia,Nadia,Hanskhali,2,110799; 110800,Batkulla-I; Batkulla-Ii,1,B: Single SOI Geometry to Multiple GPs
321879,Hanskhali,Nadia,Hanskhali,2,110801; 110807,Betna Gobindapur; Mayurhat-Ii,1,B: Single SOI Geometry to Multiple GPs
321881,Muragachha,Nadia,Hanskhali,2,110798; 110805,Bagula-Ii; Mamjoan,1,B: Single SOI Geometry to Multiple GPs
321911,Bagula (Ct),Nadia,Hanskhali,2,110797; 110798,Bagula-I; Bagula-Ii,1,B: Single SOI Geometry to Multiple GPs
321912,Badkulla (Ct),Nadia,Hanskhali,2,110799; 110800,Batkulla-I; Batkulla-Ii,1,B: Single SOI Geometry to Multiple GPs
321983,Phulia (Ct),Nadia,Santipur,3,110928; 110930; 110933,Belgoria-I; Fulia Township; Nabla,1,B: Single SOI Geometry to Multiple GPs
321990,Birnagar (P),Nadia,Ranaghat - I,2,110902; 110903,Barasat; Kalinarayanpur Paharpur,1,B: Single SOI Geometry to Multiple GPs
322010,Beleati,Nadia,Ranaghat - I,2,110901; 110905,Habibpur; Nawpara Masunda,1,B: Single SOI Geometry to Multiple GPs
322073,Gopinagar Baghadanga,Nadia,Ranaghat - II,2,110913; 110915,Baidyapur-I; Debagram,1,B: Single SOI Geometry to Multiple GPs
322163,Halalpur Krishnapur (Ct),Nadia,Ranaghat - II,2,110921; 110922,Raghunathpur Hijuli-I; Raghunathpur Hijuli-Ii,1,B: Single SOI Geometry to Multiple GPs
322295,Srikrishnapur Char,Nadia,Kalyani,2,110769; 110776,Chanduria-Ii; Madanpur-Ii,1,B: Single SOI Geometry to Multiple GPs
322359,Subuddipur,Nadia,Haringhata,2,244952; 110814,Kastodanga-I; Kastodanga-Ii,1,B: Single SOI Geometry to Multiple GPs
322821,Bil Balli,North 24 Parganas,Swarupnagar,7,107967; 107968; 107969; 107971; 107972; 107974; 107975,Balti Nityanandakati; Bankra Gokulpur; Bithari Hakimpur; Gobindapur; Kaijuri; Sharapul Nirman; Swarupnagar Banglani,1,B: Single SOI Geometry to Multiple GPs
323132,Jugberia,North 24 Parganas,Barrackpur - II,2,107833; 107834,Bilkanda-I; Bilkanda-Ii,1,B: Single SOI Geometry to Multiple GPs
323141,Talbandha (Ct),North 24 Parganas,Barrackpur - II,2,107833; 107834,Bilkanda-I; Bilkanda-Ii,1,B: Single SOI Geometry to Multiple GPs
323143,Muragachha (Ct),North 24 Parganas,Barrackpur - II,2,107833; 107834,Bilkanda-I; Bilkanda-Ii,1,B: Single SOI Geometry to Multiple GPs
323688,Kamarganti,North 24 Parganas,Haroa,2,107917; 107918,Kulti; Sonapukur Sankarpur,1,B: Single SOI Geometry to Multiple GPs
323696,Behari (P),North 24 Parganas,Haroa,2,107937; 107916,Atpukur; Khasbalanda,1,B: Single SOI Geometry to Multiple GPs
323769,Bishnupur (Ct),North 24 Parganas,Rajarhat,2,107945; 107950,Chandpur; Rajarhat Bishnupur-Ii,1,B: Single SOI Geometry to Multiple GPs
324005,Sahebkhali,North 24 Parganas,Hingalganj,2,107929; 107935,Dulduli; Sahebkhali,1,B: Single SOI Geometry to Multiple GPs
324187,Fului,Hooghly,Goghat - II,2,109427; 109428,Badanganj-Falui-I; Badanganj-Falui-Ii,1,B: Single SOI Geometry to Multiple GPs
324346,Taral,Hooghly,Arambag,2,109351; 109352,Harinkhola-I; Harinkhola-Ii,1,B: Single SOI Geometry to Multiple GPs
324351,Amgaon,Hooghly,Arambag,2,109351; 109352,Harinkhola-I; Harinkhola-Ii,1,B: Single SOI Geometry to Multiple GPs
324468,Bajitpur (P),Hooghly,Tarakeswar,2,109544; 109546,Baligori-I; Bhanjipur,1,B: Single SOI Geometry to Multiple GPs
324475,Baidyapur,Hooghly,Tarakeswar,2,109544; 109546,Baligori-I; Bhanjipur,1,B: Single SOI Geometry to Multiple GPs
325002,Bhabanipur Char,Hooghly,Balagarh,2,109368; 109373,Jirat; Sripur-Balagarh,1,B: Single SOI Geometry to Multiple GPs
325091,Kola (Ct),Hooghly,Chinsurah - Magra,2,109399; 109400,Mogra-I; Mogra-Ii,1,B: Single SOI Geometry to Multiple GPs
325102,Naldanga (Ct),Hooghly,Chinsurah - Magra,2,109392; 109395,Bandel; Debanandapur,1,B: Single SOI Geometry to Multiple GPs
325103,Kulihanda (Ct),Hooghly,Chinsurah - Magra,2,109397; 109398,Kodalia-I; Kodalia-Ii,1,B: Single SOI Geometry to Multiple GPs
325105,Simla (Ct),Hooghly,Chinsurah - Magra,2,109397; 109398,Kodalia-I; Kodalia-Ii,1,B: Single SOI Geometry to Multiple GPs
325393,Bamanjol,Hooghly,Haripal,2,109438; 109441,Bandipur; Haripur Kinkarbati,1,B: Single SOI Geometry to Multiple GPs
325423,Malia,Hooghly,Haripal,2,109445; 109449,Nalikulpaschim; Pyantra,1,B: Single SOI Geometry to Multiple GPs
325458,Khagragachhi,Hooghly,Singur,2,109527; 109532,Beraberi; Kamarkundugopalnagardaluigachha,1,B: Single SOI Geometry to Multiple GPs
325467,Gopalnagar,Hooghly,Singur,3,109531; 109532; 109536,Gopalnagar; Kamarkundugopalnagardaluigachha; Singur-Ii,1,B: Single SOI Geometry to Multiple GPs
325468,Khordaapurbapur,Hooghly,Singur,2,109531; 109536,Gopalnagar; Singur-Ii,1,B: Single SOI Geometry to Multiple GPs
325470,Gandarpukur,Hooghly,Singur,2,109521; 109536,Anandanagar; Singur-Ii,1,B: Single SOI Geometry to Multiple GPs
325497,Atisara,Hooghly,Singur,2,109521; 109522,Anandanagar; Bagdangachinamore,1,B: Single SOI Geometry to Multiple GPs
325506,Bhola,Hooghly,Singur,2,109524; 109532,Balarambati; Kamarkundugopalnagardaluigachha,1,B: Single SOI Geometry to Multiple GPs
325513,Mirzapur-Bakipur,Hooghly,Singur,2,109524; 109533,Balarambati; Mirzapurbankipur,1,B: Single SOI Geometry to Multiple GPs
325514,Shibrambati,Hooghly,Singur,3,109524; 109526; 109533,Balarambati; Basubati; Mirzapurbankipur,1,B: Single SOI Geometry to Multiple GPs
325527,Raghunathpur,Hooghly,Singur,2,109525; 109533,Baruiparapaltagarh; Mirzapurbankipur,1,B: Single SOI Geometry to Multiple GPs
325545,Bara Kamalapur,Hooghly,Singur,2,109529; 109530,Bora; Boraipahalampur,1,B: Single SOI Geometry to Multiple GPs
325556,Singur (Ct),Hooghly,Singur,3,109524; 109535; 109536,Balarambati; Singur-I; Singur-Ii,1,B: Single SOI Geometry to Multiple GPs
325665,Purbba Tajpur (Ct),Hooghly,Chanditala - II,2,109385; 109391,Begumpur; Panchghora,1,B: Single SOI Geometry to Multiple GPs
325767,Nilarpur,Hooghly,Jangipara,2,109453; 109457,Furfura; Radhanagar,1,B: Single SOI Geometry to Multiple GPs
325804,Rajbalhat (Ct),Hooghly,Jangipara,2,109458; 109459,Rajbalhat-I; Rajbalhat-Ii,1,B: Single SOI Geometry to Multiple GPs
332686,Ghoshpur,Howrah,Amta - I,2,109553; 109557,Amta; Bhandargachha,1,B: Single SOI Geometry to Multiple GPs
332696,Amta (Ct),Howrah,Amta - I,2,109553; 109563,Amta; Sirajbati,1,B: Single SOI Geometry to Multiple GPs
332809,Uttar Jhapardaha (Ct),Howrah,Domjur,2,109618; 109622,Parbatipur; Uttar Jhapardaha,1,B: Single SOI Geometry to Multiple GPs
332810,Dafarpur (Ct),Howrah,Domjur,2,109617; 109618,Narna; Parbatipur,1,B: Single SOI Geometry to Multiple GPs
332813,Dakshin Jhapardaha (Ct),Howrah,Domjur,2,109609; 109622,Dakshin Jhapardaha; Uttar Jhapardaha,1,B: Single SOI Geometry to Multiple GPs
332820,Salap (Ct),Howrah,Domjur,2,109620; 109621,Shalap-I; Shalap-Ii,1,B: Single SOI Geometry to Multiple GPs
332821,Bankra (Ct),Howrah,Domjur,3,109605; 109606; 109607,Bankra-I; Bankra-Ii; Bankra-Iii,1,B: Single SOI Geometry to Multiple GPs
332822,Nibra (Ct),Howrah,Domjur,2,109606; 109621,Bankra-Ii; Shalap-Ii,1,B: Single SOI Geometry to Multiple GPs
332823,Ankurhati (Ct),Howrah,Domjur,2,109614; 109615,Mahiyari-Ii; Makardah-I,1,B: Single SOI Geometry to Multiple GPs
332826,Kesabpur (Ct),Howrah,Domjur,3,109608; 109609; 109619,Begari; Dakshin Jhapardaha; Rudrapur,1,B: Single SOI Geometry to Multiple GPs
332829,Kalara (Ct),Howrah,Domjur,2,109611; 109612,Kolora-I; Kolora-Ii,1,B: Single SOI Geometry to Multiple GPs
332831,Mahiari (Ct),Howrah,Domjur,2,109613; 109614,Mahiyari-I; Mahiyari-Ii,1,B: Single SOI Geometry to Multiple GPs
332835,Jaypur Bil (Ct),Howrah,Bally Jagachha,3,109598; 109601; 109603,Chakpara Anandanagar; Durgapur Abhaynagar-Ii; Nischinda,1,B: Single SOI Geometry to Multiple GPs
332836,Bally (Ct),Howrah,Bally Jagachha,5,109597; 109600; 109601; 109603; 109604,Bali; Durgapur Abhaynagar-I; Durgapur Abhaynagar-Ii; Nischinda; Sanpuipara Basukati,1,B: Single SOI Geometry to Multiple GPs
332861,Jhorhat (Ct),Howrah,Sankrail,2,109650; 109654,Banpur-Ii; Jorhat,1,B: Single SOI Geometry to Multiple GPs
332870,Sankrail (Ct),Howrah,Sankrail,2,109651; 109661,Dakshin Sankrail; Sankrail,1,B: Single SOI Geometry to Multiple GPs
332871,Sankrailjala (Ct),Howrah,Sankrail,2,109651; 109661,Dakshin Sankrail; Sankrail,1,B: Single SOI Geometry to Multiple GPs
332875,Ula (Ct),Howrah,Sankrail,2,109658; 109660,Nalpur; Raghudebbati,1,B: Single SOI Geometry to Multiple GPs
332877,Raghudebbati (Ct),Howrah,Sankrail,2,109658; 109660,Nalpur; Raghudebbati,1,B: Single SOI Geometry to Multiple GPs
332882,Jala Bishwanathpur,Howrah,Panchla,2,109637; 109643,Banharishpur; Jalabiswanathpur,1,B: Single SOI Geometry to Multiple GPs
332898,Jujarsaha (Ct),Howrah,Panchla,2,109644; 109647,Jujarsaha; Suvarara,1,B: Single SOI Geometry to Multiple GPs
332908,Ban Harishpur (Ct),Howrah,Panchla,2,109637; 109643,Banharishpur; Jalabiswanathpur,1,B: Single SOI Geometry to Multiple GPs
332910,Panchla (Ct),Howrah,Panchla,2,109640; 109645,Chara-Panchla; Panchla,1,B: Single SOI Geometry to Multiple GPs
332936,Kantaberia (Ct),Howrah,Uluberia - II,2,109707; 109708,Tehatta-Kantaberia-I; Tehatta-Kantaberia-Ii,1,B: Single SOI Geometry to Multiple GPs
333181,Alipur,Howrah,Shyampur - I,2,109664; 109671,Balichaturi; Nabagram,1,B: Single SOI Geometry to Multiple GPs
333317,Uttar Raypur (Ct),South 24 Parganas,Budge Budge - I,2,108051; 108055,Chingripota; Uttar Raipur,1,B: Single SOI Geometry to Multiple GPs
333318,Balarampur (Ct),South 24 Parganas,Budge Budge - I,2,108051; 108055,Chingripota; Uttar Raipur,1,B: Single SOI Geometry to Multiple GPs
333387,Bowali (Ct),South 24 Parganas,Budge Budge - II,2,108063; 108066,North Bawali; South Bawali,1,B: Single SOI Geometry to Multiple GPs
333389,Poali (Ct),South 24 Parganas,Budge Budge - II,2,108059; 108064,Gaja Poyali; Rania,1,B: Single SOI Geometry to Multiple GPs
333394,Khariberia,South 24 Parganas,Bishnupur - I,2,108036; 108037,Paschim Bishnupur; Purba Bishnupur,1,B: Single SOI Geometry to Multiple GPs
333423,Dakshin Gouripur,South 24 Parganas,Bishnupur - I,2,108030; 108031,Bhandaria Kastekumari; Dakshin Gauripur Chakdhir,1,B: Single SOI Geometry to Multiple GPs
333476,Bhasa (Ct),South 24 Parganas,Bishnupur - I,2,108036; 108037,Paschim Bishnupur; Purba Bishnupur,1,B: Single SOI Geometry to Multiple GPs
333477,Bishnupur (Ct),South 24 Parganas,Bishnupur - I,2,108036; 108037,Paschim Bishnupur; Purba Bishnupur,1,B: Single SOI Geometry to Multiple GPs
333573,Banhugli,South 24 Parganas,Sonarpur,2,108272; 108273,Bangooghly-I; Banhooghly-Ii,1,B: Single SOI Geometry to Multiple GPs
333661,Satbaria,South 24 Parganas,Bhangar - I,2,108010; 108012,Chandaneswar-I; Durgapur,1,B: Single SOI Geometry to Multiple GPs
333760,Sibnagar,South 24 Parganas,Canning - I,2,108068; 108076,Daria; Taldi,1,B: Single SOI Geometry to Multiple GPs
333784,Hero Bhanga,South 24 Parganas,Canning - I,2,108070; 108072,Gopalpur; Itkhola,1,B: Single SOI Geometry to Multiple GPs
333818,Matla (Ct),South 24 Parganas,Canning - I,2,108073; 108074,Matla-I; Matla-Ii,0,C: Zero SOI Geometries
333869,Jogendra Nagar,South 24 Parganas,Canning - II,2,108080; 108081,Kalikatala; Matherdighi,1,B: Single SOI Geometry to Multiple GPs
333894,Kapindapur,South 24 Parganas,Baruipur,2,107986; 107987,Madarat; Mallikpur,1,B: Single SOI Geometry to Multiple GPs
333902,Begampur,South 24 Parganas,Baruipur,2,107977; 107995,Begumpur; South Garia,1,B: Single SOI Geometry to Multiple GPs
333940,Banbere,South 24 Parganas,Baruipur,2,107991; 107993,Shankarpur-I; Shikharbali-I,1,B: Single SOI Geometry to Multiple GPs
333959,Nachangachha,South 24 Parganas,Baruipur,2,107982; 107988,Dhapdhapi-Ii; Nabagram,1,B: Single SOI Geometry to Multiple GPs
334080,Maitir Hat,South 24 Parganas,Magrahat - II,2,108201; 108209,Gokarni; Urelchandpur,1,B: Single SOI Geometry to Multiple GPs
334098,Dhamua (Ct),South 24 Parganas,Magrahat - II,2,108197; 108198,Dhamua Dakshin; Dhamua Uttar,1,B: Single SOI Geometry to Multiple GPs
334105,Magrahat (Ct),South 24 Parganas,Magrahat - II,2,108204; 108205,Magrahat Paschim; Magrahat Purba,1,B: Single SOI Geometry to Multiple GPs
334186,Sadashibpur (M) (P),South 24 Parganas,Mandirbazar,3,108217; 108188; 108219,Kecharkur; Lakshmikantapur; Nisapur,0,C: Zero SOI Geometries
334212,Rajarampur,South 24 Parganas,Falta,2,108108; 108113,Falta; Mallikpur,1,B: Single SOI Geometry to Multiple GPs
334276,Mulpunja,South 24 Parganas,Falta,2,108111; 108112,Harindanga-I; Harindanga-Ii,1,B: Single SOI Geometry to Multiple GPs
334278,Keyat Khanda,South 24 Parganas,Falta,2,108109; 108112,Fatepur; Harindanga-Ii,1,B: Single SOI Geometry to Multiple GPs
334279,Dostapur,South 24 Parganas,Falta,2,108109; 108112,Fatepur; Harindanga-Ii,1,B: Single SOI Geometry to Multiple GPs
334327,Chandpala Anantapathpur (Ct),South 24 Parganas,Falta,2,108105; 108111,Belsingha-Ii; Harindanga-I,1,B: Single SOI Geometry to Multiple GPs
334340,Jaydebpur,South 24 Parganas,Diamond Harbour - I,2,108089; 108093,Harindanga; Parulia,1,B: Single SOI Geometry to Multiple GPs
334385,Radhaballabhpur,South 24 Parganas,Diamond Harbour - I,2,108088; 108092,Derak; Netra,1,B: Single SOI Geometry to Multiple GPs
334592,Gouripur,South 24 Parganas,Kulpi,2,108168; 108171,Kamarchak; Kulpi,1,B: Single SOI Geometry to Multiple GPs
334595,Basudebpur,South 24 Parganas,Kulpi,2,108168; 108171,Kamarchak; Kulpi,1,B: Single SOI Geometry to Multiple GPs
334662,Lakshmipur,South 24 Parganas,Kulpi,2,108162; 108170,Baburmahal; Keoratala,1,B: Single SOI Geometry to Multiple GPs
334927,Srikrishnanagar,South 24 Parganas,Jaynagar - I,2,108135; 108136,Jangalia; Khakurdaha,1,B: Single SOI Geometry to Multiple GPs
334938,Purba Gabberia,South 24 Parganas,Jaynagar - I,2,108130; 108131,Bamangachhi; Chaltaberia,1,B: Single SOI Geometry to Multiple GPs
334943,Charaghata,South 24 Parganas,Jaynagar - I,2,108133; 108138,Dhosa Chandaneswar; Rajapur Korabeg,1,B: Single SOI Geometry to Multiple GPs
334946,Kamaria,South 24 Parganas,Jaynagar - I,2,108130; 108131,Bamangachhi; Chaltaberia,1,B: Single SOI Geometry to Multiple GPs
335007,Meraganj,South 24 Parganas,Kultali,2,108183; 108184,Meriganj-I; Meriganj-Ii,1,B: Single SOI Geometry to Multiple GPs
335111,Nafarganj,South 24 Parganas,Basanti,2,107998; 108006,Bharatgarh; Nafarganj,3,A: Multiple SOI Geometries
335171,Khari,South 24 Parganas,Mathurapur - II,2,108231; 108235,Gilarchhat; Khari,1,B: Single SOI Geometry to Multiple GPs
335176,Gilarchat,South 24 Parganas,Mathurapur - II,2,108231; 108239,Gilarchhat; Radhakantapur,1,B: Single SOI Geometry to Multiple GPs
344292,Mahishdol,Purba Medinipur,Panskura,2,110150; 110159,Chaitanyapur-Ii; Pratappur-Ii,1,B: Single SOI Geometry to Multiple GPs
344327,Raybandh,Purba Medinipur,Panskura,2,110150; 110159,Chaitanyapur-Ii; Pratappur-Ii,1,B: Single SOI Geometry to Multiple GPs
344343,Shrirampur,Purba Medinipur,Panskura,2,110149; 110161,Chaitanyapur-I; Radhaballavchak,1,B: Single SOI Geometry to Multiple GPs
344585,Gathra,Purba Medinipur,Sahid Matangini,2,110200; 110201,Kharui-I; Kharui-Ii,1,B: Single SOI Geometry to Multiple GPs
344660,Saorabere Jalpai (P),Purba Medinipur,Nanda Kumar,2,110115; 110129,Naichanpur-Ii; Seoraberiajalpai-I,1,B: Single SOI Geometry to Multiple GPs
344717,Jalpai,Purba Medinipur,Nanda Kumar,2,110130; 110131,Seoraberiajalpai-Ii; Shitalpurpaschim,1,B: Single SOI Geometry to Multiple GPs
345207,Kismat Bajkul,Purba Medinipur,Bhagawanpur - II,2,110015; 110016,Garbari-I; Garbari-Ii,1,B: Single SOI Geometry to Multiple GPs
345377,Mahammadpur,Purba Medinipur,Bhagawanpur - I,2,110009; 110010,Mahammadpur-I; Mahammadpur-Ii,1,B: Single SOI Geometry to Multiple GPs
345616,Brajalal Chak,Purba Medinipur,Chandipur,2,110021; 110028,Brajalalchak; Kulbari,1,B: Single SOI Geometry to Multiple GPs
345846,Kalicharanpur,Purba Medinipur,Nandigram - I,2,110136; 110141,Kalicharanpur; Sonachura,1,B: Single SOI Geometry to Multiple GPs
345906,Chingur Dania,Purba Medinipur,Khejuri - I,2,110078; 110080,Kamarda; Tikashi,1,B: Single SOI Geometry to Multiple GPs
345910,Jahanabad,Purba Medinipur,Khejuri - I,2,110077; 110078,Kalagechhia; Kamarda,1,B: Single SOI Geometry to Multiple GPs
345912,Kamarda,Purba Medinipur,Khejuri - I,2,110077; 110078,Kalagechhia; Kamarda,1,B: Single SOI Geometry to Multiple GPs
346278,Harranamaldina,Purba Medinipur,Deshopran,2,110047; 110048,Amtalia; Aurai,1,B: Single SOI Geometry to Multiple GPs
346309,Kurkraul (P),Purba Medinipur,Deshopran,2,110046; 110054,Marishda; Sarada,1,B: Single SOI Geometry to Multiple GPs
